frame,t_s,track_id,x1,y1,x2,y2,foot_x,foot_y,team
156065,2601.083345026152,2,1593.4563,330.34656,1619.4353,372.69244,1606.4458,372.69244,LHC
156071,2601.1833450266017,2,1593.486,330.7839,1619.2423,372.81885,1606.3641,372.81885,LHC
156077,2601.2833450270514,2,1593.8547,328.7674,1619.0024,372.69077,1606.4286,372.69077,LHC
156299,2604.983345043684,2,1592.0526,347.32477,1623.1417,419.01392,1607.5972,419.01392,LHC
156305,2605.0833450441337,2,1585.3794,347.48126,1613.9434,420.2113,1599.6614,420.2113,LHC
156311,2605.183345044584,2,1575.8782,349.76105,1606.4275,420.42328,1591.1528,420.42328,LHC
156317,2605.2833450450325,2,1567.6498,348.0443,1595.8414,420.99225,1581.7456,420.99225,LHC
156323,2605.383345045482,2,1559.3507,347.75192,1587.8829,420.43488,1573.6168,420.43488,LHC
156329,2605.483345045932,2,1549.5994,349.04517,1577.95,420.5949,1563.7747,420.5949,LHC
156335,2605.583345046381,2,1541.0775,352.25787,1567.5736,420.88214,1554.3256,420.88214,LHC
156341,2605.6833450468307,2,1528.9016,352.49884,1560.6111,424.54657,1544.7563,424.54657,LHC
156353,2605.88334504773,2,1505.1134,351.48834,1541.2366,429.91553,1523.175,429.91553,LHC
156365,2606.083345048629,2,1484.2036,348.8182,1513.8198,421.77585,1499.0117,421.77585,LHC
156371,2606.1833450490785,2,1472.4312,344.89594,1500.6033,422.43213,1486.5172,422.43213,LHC
156377,2606.283345049528,2,1459.6143,351.16125,1486.3379,421.8169,1472.9761,421.8169,LHC
156383,2606.3833450499774,2,1448.9767,346.11154,1474.1925,421.81897,1461.5846,421.81897,LHC
156635,2610.5833450688583,2,1084.9863,366.2145,1116.9071,448.5759,1100.9468,448.5759,LHC
156641,2610.6833450693075,2,1095.7568,366.80685,1126.737,449.38138,1111.247,449.38138,LHC
156653,2610.883345070207,2,1054.5022,397.28052,1111.7347,490.83282,1083.1184,490.83282,LHC
156659,2610.9833450706565,2,1067.169,397.09525,1125.426,489.39615,1096.2975,489.39615,LHC
156665,2611.0833450711057,2,1076.334,396.8031,1140.0436,489.4432,1108.1887,489.4432,LHC
156671,2611.183345071556,2,1089.302,395.27087,1147.2793,488.484,1118.2906,488.484,LHC
156677,2611.283345072005,2,1104.2988,394.54645,1154.9183,488.3567,1129.6086,488.3567,LHC
156683,2611.383345072454,2,1119.8364,398.13715,1166.5508,489.93488,1143.1936,489.93488,LHC
156689,2611.483345072904,2,1135.5894,399.75522,1182.7305,487.7275,1159.1599,487.7275,LHC
156695,2611.583345073353,2,1152.8462,402.77463,1198.4703,489.6102,1175.6582,489.6102,LHC
156701,2611.683345073803,2,1165.7456,398.73495,1212.7063,490.72934,1189.226,490.72934,LHC
156707,2611.7833450742523,2,1178.0361,397.05002,1219.6351,492.0596,1198.8357,492.0596,LHC
156713,2611.883345074702,2,1196.1699,396.0135,1230.7279,492.313,1213.449,492.313,LHC
156719,2611.983345075152,2,1211.8677,396.2234,1239.589,492.85144,1225.7283,492.85144,LHC
156725,2612.0833450756013,2,1228.3304,396.172,1255.8462,493.3283,1242.0884,493.3283,LHC
156731,2612.1833450760505,2,1238.5037,397.16547,1268.0671,494.64185,1253.2854,494.64185,LHC
156737,2612.2833450765,2,1253.571,395.97922,1283.1322,494.21365,1268.3516,494.21365,LHC
156743,2612.38334507695,2,1267.5239,397.9889,1298.7881,496.36496,1283.156,496.36496,LHC
156749,2612.4833450773995,2,1281.2019,397.15128,1313.3337,495.91342,1297.2678,495.91342,LHC
156755,2612.5833450778487,2,1296.794,397.96954,1329.6555,494.9494,1313.2247,494.9494,LHC
156761,2612.6833450782983,2,1309.0026,397.877,1342.8141,495.59747,1325.9083,495.59747,LHC
156767,2612.783345078748,2,1323.3141,398.22006,1359.3528,495.7889,1341.3335,495.7889,LHC
156773,2612.8833450791976,2,1337.5303,398.40646,1373.1726,494.79584,1355.3514,494.79584,LHC
156779,2612.983345079647,2,1355.4248,398.02322,1392.1815,495.4269,1373.8032,495.4269,LHC
156785,2613.0833450800965,2,1354.3011,398.03625,1390.8691,494.98395,1372.5852,494.98395,LHC
156791,2613.183345080546,2,1345.4729,397.8252,1383.5328,494.18408,1364.5029,494.18408,LHC
156797,2613.283345080996,2,1338.2025,395.5804,1375.5289,492.7545,1356.8657,492.7545,LHC
156803,2613.383345081445,2,1329.7361,394.87106,1366.2762,490.94357,1348.0061,490.94357,LHC
156809,2613.483345081894,2,1331.8013,392.20157,1369.5669,489.36813,1350.6841,489.36813,LHC
156815,2613.5833450823443,2,1343.7017,387.3511,1382.2424,485.6685,1362.972,485.6685,LHC
156821,2613.683345082794,2,1356.0276,378.31192,1397.8269,484.86685,1376.9272,484.86685,LHC
156827,2613.783345083243,2,1366.5925,367.37915,1413.8794,480.55573,1390.236,480.55573,LHC
156833,2613.883345083693,2,1358.7114,368.16275,1408.2268,478.95804,1383.4691,478.95804,LHC
156839,2613.9833450841425,2,1350.5088,367.81995,1398.8589,475.96808,1374.6838,475.96808,LHC
156845,2614.083345084592,2,1344.6111,365.70978,1391.9453,477.14044,1368.2782,477.14044,LHC
156851,2614.1833450850413,2,1336.9941,365.31134,1386.6968,473.7149,1361.8455,473.7149,LHC
156857,2614.283345085491,2,1330.6091,359.95227,1378.1367,473.4491,1354.3729,473.4491,LHC
156863,2614.3833450859406,2,1325.823,362.67377,1370.4904,471.2118,1348.1567,471.2118,LHC
156869,2614.48334508639,2,1320.5308,362.0789,1365.4471,470.01205,1342.989,470.01205,LHC
156875,2614.5833450868395,2,1316.5264,363.3629,1359.012,468.56488,1337.7692,468.56488,LHC
156881,2614.683345087289,2,1310.3887,359.77808,1353.4817,467.1103,1331.9352,467.1103,LHC
156887,2614.783345087739,2,1308.4216,361.4814,1347.9307,466.43527,1328.1761,466.43527,LHC
156893,2614.883345088188,2,1304.8446,359.9394,1345.8478,465.4605,1325.3462,465.4605,LHC
156899,2614.9833450886376,2,1303.288,356.70877,1342.5619,464.11084,1322.9249,464.11084,LHC
