frame,t_s,track_id,x1,y1,x2,y2,foot_x,foot_y,team,rx,ry
156101,2601.6833450288495,4,1002.40344,474.7572,1064.1102,589.27045,1033.2568,589.27045,LHC,-5.414937496185303,85.37490844726562
156101,2601.6833450288495,5,1200.3943,344.2457,1233.1777,427.40607,1216.786,427.40607,HCAP,25.32724380493164,3.368002414703369
156101,2601.6833450288495,6,1462.112,367.3093,1490.1282,435.68793,1476.1201,435.68793,LHC,28.95195960998535,3.003067970275879
156101,2601.6833450288495,2,1662.1611,349.22726,1691.4133,432.1768,1676.7872,432.1768,HCAP,31.71776580810547,1.695787787437439
156107,2601.7833450292987,8,1106.3295,434.05838,1160.733,563.4033,1133.5312,563.4033,LHC,11.84949016571045,46.05672073364258
156107,2601.7833450292987,4,983.1365,467.87558,1063.5677,579.4158,1023.3521,579.4158,LHC,-0.1357894092798233,68.63133239746094
156107,2601.7833450292987,2,1652.6011,351.97906,1683.062,433.94925,1667.8315,433.94925,HCAP,31.602012634277344,1.9134901762008667
156107,2601.7833450292987,6,1459.3063,361.56345,1489.0111,436.19028,1474.1587,436.19028,LHC,28.91858673095703,3.068004608154297
156107,2601.7833450292987,5,1199.103,353.64856,1229.1523,427.9771,1214.1277,427.9771,HCAP,25.271961212158203,3.4453673362731934
156113,2601.8833450297484,8,1093.0707,432.20673,1150.2157,559.96454,1121.6432,559.96454,LHC,12.118002891540527,43.65156936645508
156113,2601.8833450297484,4,979.19257,463.5548,1056.5923,569.9602,1017.89246,569.9602,LHC,3.805480718612671,56.70095443725586
156113,2601.8833450297484,5,1198.4255,338.00507,1229.207,428.307,1213.8163,428.307,HCAP,25.25821304321289,3.4841203689575195
156113,2601.8833450297484,6,1456.8115,365.38934,1488.5642,438.59537,1472.6879,438.59537,LHC,28.87114143371582,3.3437492847442627
156113,2601.8833450297484,2,1643.8011,354.66486,1677.5881,434.9015,1660.6946,434.9015,HCAP,31.507780075073242,2.0427963733673096
156119,2601.983345030198,4,974.5692,457.3657,1050.9534,566.61084,1012.7613,566.61084,LHC,4.786302089691162,53.32743453979492
156119,2601.983345030198,8,1080.8918,429.21597,1139.5718,555.9325,1110.2318,555.9325,LHC,12.517271041870117,40.97426223754883
156119,2601.983345030198,5,1198.3159,337.1228,1228.0754,430.63678,1213.1957,430.63678,HCAP,25.183809280395508,3.7531955242156982
156119,2601.983345030198,6,1449.7026,360.82452,1487.2642,439.97424,1468.4834,439.97424,LHC,28.794445037841797,3.5217912197113037
156125,2602.0833450306477,9,1465.2146,476.11624,1545.5544,605.24036,1505.3845,605.24036,HCAP,23.07059097290039,81.90911865234375
156125,2602.0833450306477,8,1073.6614,426.76932,1130.6138,553.7328,1102.1376,553.7328,LHC,12.64328384399414,39.65571212768555
156125,2602.0833450306477,4,972.70953,451.24017,1040.0947,564.57404,1006.4021,564.57404,LHC,5.169705867767334,51.53681564331055
156125,2602.0833450306477,6,1446.9749,363.4945,1484.4338,442.87585,1465.7043,442.87585,LHC,28.719388961791992,3.8730719089508057
156125,2602.0833450306477,5,1198.356,332.2056,1227.0195,430.72302,1212.6877,430.72302,HCAP,25.17367172241211,3.765756130218506
156125,2602.0833450306477,2,1622.0233,357.43552,1657.5092,436.52728,1639.7662,436.52728,HCAP,31.22588539123535,2.3077166080474854
156131,2602.183345031097,9,1489.114,475.81348,1572.3889,603.24146,1530.7515,603.24146,HCAP,24.932323455810547,76.32156372070312
156131,2602.183345031097,8,1065.8375,423.26083,1122.5115,547.93744,1094.1746,547.93744,LHC,13.47503662109375,36.119625091552734
156131,2602.183345031097,4,971.7336,445.56372,1032.0956,548.37085,1001.91455,548.37085,LHC,9.64090633392334,38.680076599121094
156131,2602.183345031097,2,1609.449,355.6803,1648.737,437.27484,1629.093,437.27484,HCAP,31.07990264892578,2.436378240585327
156131,2602.183345031097,6,1436.3358,368.61548,1475.5945,443.09912,1455.9651,443.09912,LHC,28.57210350036621,3.9504690170288086
156131,2602.183345031097,5,1197.3923,356.99625,1223.9602,432.30716,1210.6763,432.30716,HCAP,25.09774398803711,3.9605393409729004
156137,2602.2833450315466,9,1512.7393,474.35266,1598.1903,603.8624,1555.4648,603.8624,HCAP,26.34341049194336,75.77281951904297
156137,2602.2833450315466,8,1061.3538,420.98007,1116.001,541.16327,1088.6774,541.16327,LHC,14.469815254211426,32.39697265625
156137,2602.2833450315466,4,975.08923,442.38226,1019.27356,539.3516,997.1814,539.3516,LHC,11.421064376831055,33.36714553833008
156137,2602.2833450315466,2,1596.2347,359.2228,1637.465,435.09686,1616.8499,435.09686,HCAP,30.915599822998047,2.2661731243133545
156137,2602.2833450315466,6,1428.6082,368.52676,1467.4246,444.12735,1448.0164,444.12735,LHC,28.4399471282959,4.115029811859131
156137,2602.2833450315466,5,1195.1613,355.53342,1223.0886,434.14316,1209.125,434.14316,HCAP,25.02031135559082,4.185970306396484
156143,2602.383345031996,8,1058.2408,418.3483,1111.073,531.8341,1084.657,531.8341,LHC,15.76119613647461,27.9363956451416
156143,2602.383345031996,4,974.89124,437.32306,1021.1279,533.91394,998.0096,533.91394,LHC,12.479620933532715,30.525623321533203
156143,2602.383345031996,9,1536.1234,471.85583,1607.7316,603.18677,1571.9275,603.18677,HCAP,27.354290008544922,73.5281982421875
156143,2602.383345031996,2,1585.3438,352.9022,1623.7542,435.34085,1604.549,435.34085,HCAP,30.74736785888672,2.349212646484375
156143,2602.383345031996,5,1192.5503,356.7096,1221.678,435.06207,1207.1141,435.06207,HCAP,24.961875915527344,4.306892395019531
156143,2602.383345031996,6,1419.1008,365.78604,1456.6155,445.90054,1437.8582,445.90054,LHC,28.26201629638672,4.384448051452637
156149,2602.483345032446,8,1058.2742,416.24442,1108.0264,529.0416,1083.1503,529.0416,LHC,16.09719467163086,26.747631072998047
156149,2602.483345032446,4,976.71295,433.6388,1021.03326,526.14844,998.8731,526.14844,LHC,13.802979469299316,26.950830459594727
156149,2602.483345032446,9,1554.2113,472.2476,1645.8102,599.66846,1600.0107,599.66846,HCAP,29.06793975830078,66.35629272460938
156149,2602.483345032446,6,1411.625,365.665,1455.7847,446.34375,1433.7048,446.34375,LHC,28.192405700683594,4.461432456970215
156149,2602.483345032446,5,1190.1995,364.65802,1219.0873,437.47852,1204.6433,437.47852,HCAP,24.84989356994629,4.615004539489746
156149,2602.483345032446,2,1575.3706,353.84024,1608.784,436.33704,1592.0774,436.33704,HCAP,30.573406219482422,2.51294207572937
156149,2602.483345032446,1,1475.5455,351.7104,1504.7175,422.14606,1490.1316,422.14606,HCAP,29.274473190307617,1.5410850048065186
156155,2602.583345032895,8,1056.0593,415.34198,1105.333,523.6258,1080.6962,523.6258,LHC,16.374126434326172,25.221242904663086
156155,2602.583345032895,9,1579.479,470.97372,1663.0632,601.9542,1621.2711,601.9542,HCAP,30.250871658325195,71.47366333007812
156155,2602.583345032895,4,980.97656,429.59357,1024.2667,521.9276,1002.62164,521.9276,LHC,14.11447811126709,25.835439682006836
156155,2602.583345032895,6,1406.8552,369.98117,1446.5696,447.65396,1426.7124,447.65396,LHC,28.106739044189453,4.564984321594238
156155,2602.583345032895,5,1184.8855,361.21133,1217.9001,438.3294,1201.3928,438.3294,HCAP,24.741056442260742,4.648162841796875
156155,2602.583345032895,1,1488.7871,348.47177,1517.5347,424.34995,1503.1609,424.34995,HCAP,29.497108459472656,1.5399521589279175
156155,2602.583345032895,2,1564.1642,356.04575,1599.2758,436.4144,1581.72,436.4144,HCAP,30.514596939086914,2.4277632236480713
156161,2602.6833450333447,8,1055.8015,411.5479,1103.8052,522.173,1079.8033,522.173,LHC,16.532848358154297,24.653921127319336
156161,2602.6833450333447,9,1596.5442,465.38983,1683.2651,599.1023,1639.9047,599.1023,HCAP,31.26582908630371,65.95996856689453
156161,2602.6833450333447,4,988.16693,426.84402,1030.7479,515.73175,1009.4574,515.73175,LHC,15.210939407348633,23.291521072387695
156161,2602.6833450333447,6,1402.8757,371.01736,1449.0099,449.2012,1425.9429,449.2012,LHC,28.069805145263672,4.768738746643066
156161,2602.6833450333447,5,1180.6982,367.57947,1216.8679,440.34045,1198.7831,440.34045,HCAP,24.63286018371582,4.9223504066467285
156161,2602.6833450333447,2,1552.0833,357.38516,1586.2551,436.05386,1569.1692,436.05386,HCAP,30.339296340942383,2.44985294342041
156161,2602.6833450333447,1,1503.2363,350.5848,1530.1226,423.84412,1516.6794,423.84412,HCAP,29.685161590576172,1.4284363985061646
156167,2602.7833450337944,9,1615.4702,468.17426,1704.6638,601.20526,1660.067,601.20526,HCAP,32.31635665893555,67.9139404296875
156167,2602.7833450337944,8,1055.5691,409.66223,1103.7017,521.4562,1079.6354,521.4562,LHC,16.618144989013672,24.37470054626465
156167,2602.7833450337944,6,1398.6365,367.02106,1440.7676,450.84637,1419.702,450.84637,LHC,27.943378448486328,5.020553112030029
156167,2602.7833450337944,4,995.7014,422.60895,1037.7992,510.70062,1016.7503,510.70062,LHC,16.0689697265625,21.393171310424805
156167,2602.7833450337944,5,1175.3052,367.7204,1210.4486,440.51868,1192.877,440.51868,HCAP,24.530000686645508,4.979681015014648
156167,2602.7833450337944,2,1543.378,362.418,1574.8964,439.59558,1559.1372,439.59558,HCAP,30.17877960205078,2.890965461730957
156167,2602.7833450337944,1,1514.3127,357.35046,1539.7234,424.05945,1527.0181,424.05945,HCAP,29.823925018310547,1.4033201932907104
156173,2602.8833450342436,9,1631.2035,466.4587,1720.4194,600.06396,1675.8115,600.06396,HCAP,33.087406158447266,65.3277359008789
156173,2602.8833450342436,8,1057.6736,406.25555,1106.3269,516.443,1082.0002,516.443,LHC,17.290971755981445,22.460111618041992
156173,2602.8833450342436,6,1393.3708,368.1941,1433.6665,452.35333,1413.5187,452.35333,LHC,27.817949295043945,5.258151531219482
156173,2602.8833450342436,4,1005.7258,418.68723,1046.8326,504.45218,1026.2793,504.45218,LHC,17.051807403564453,19.241043090820312
156173,2602.8833450342436,5,1169.581,366.7943,1204.9768,441.82187,1187.2789,441.82187,HCAP,24.393102645874023,5.18403959274292
156173,2602.8833450342436,2,1527.8494,349.40698,1564.0894,436.93158,1545.9694,436.93158,HCAP,30.005443572998047,2.6599278450012207
156179,2602.9833450346932,8,1060.3408,405.0575,1108.323,514.4187,1084.3319,514.4187,LHC,17.586641311645508,21.71173095703125
156179,2602.9833450346932,9,1648.3857,463.6079,1737.6973,595.21954,1693.0415,595.21954,HCAP,33.744789123535156,58.085105895996094
156179,2602.9833450346932,4,1018.75464,415.53918,1059.1968,501.03516,1038.9757,501.03516,LHC,17.745771408081055,18.061613082885742
156179,2602.9833450346932,6,1389.1338,368.08475,1427.291,454.02466,1408.2124,454.02466,LHC,27.701562881469727,5.517184734344482
156179,2602.9833450346932,5,1165.2947,362.09467,1196.738,443.43774,1181.0164,443.43774,HCAP,24.231855392456055,5.437687397003174
156185,2603.083345035143,8,1063.1753,403.18277,1111.0432,513.3207,1087.1093,513.3207,LHC,17.78588104248047,21.295011520385742
156185,2603.083345035143,9,1662.3285,460.83444,1750.663,589.0497,1706.4957,589.0497,HCAP,34.09390640258789,50.76321029663086
156185,2603.083345035143,6,1382.0717,367.42694,1420.0957,455.67004,1401.0837,455.67004,LHC,27.55339813232422,5.788755893707275
156185,2603.083345035143,4,1030.715,412.63202,1067.3958,496.76587,1049.0554,496.76587,LHC,18.413618087768555,16.744871139526367
156185,2603.083345035143,2,1509.4294,365.34015,1537.6584,436.2796,1523.544,436.2796,HCAP,29.689128875732422,2.6990714073181152
156185,2603.083345035143,5,1157.9536,370.91156,1190.4224,442.69507,1174.188,442.69507,HCAP,24.144132614135742,5.378027439117432
156191,2603.1833450355925,8,1069.7913,400.65308,1111.4076,509.41617,1090.5994,509.41617,LHC,18.289928436279297,19.959964752197266
156191,2603.1833450355925,9,1676.5184,453.93887,1757.8949,587.18054,1717.2067,587.18054,HCAP,34.45010757446289,48.556739807128906
156191,2603.1833450355925,6,1373.5815,367.39755,1411.1794,458.73203,1392.3805,458.73203,LHC,27.346656799316406,6.279518127441406
156191,2603.1833450355925,4,1043.1472,409.55035,1077.1074,490.45825,1060.1273,490.45825,LHC,19.232532501220703,14.99052619934082
156191,2603.1833450355925,5,1145.2056,368.79095,1179.4905,445.96442,1162.348,445.96442,HCAP,23.821962356567383,5.898316383361816
156191,2603.1833450355925,2,1497.1526,357.29187,1524.428,437.02698,1510.7903,437.02698,HCAP,29.49956703186035,2.845841407775879
156197,2603.2833450360417,4,1045.7163,400.79205,1085.0459,503.93298,1065.3811,503.93298,LHC,18.155282974243164,18.59062385559082
156197,2603.2833450360417,9,1651.9142,443.9221,1727.6554,576.136,1689.7848,576.136,HCAP,33.09284973144531,40.35699462890625
156197,2603.2833450360417,1,1535.3364,348.36572,1560.9174,422.85083,1548.127,422.85083,HCAP,30.115402221679688,1.1905676126480103
156203,2603.3833450364914,4,1035.2437,397.46732,1077.8024,500.9598,1056.523,500.9598,LHC,18.211299896240234,17.828458786010742
156203,2603.3833450364914,9,1651.6128,444.63373,1719.999,568.7375,1685.8059,568.7375,HCAP,32.8232421875,35.507591247558594
156209,2603.483345036941,4,1021.2639,394.45245,1060.8185,499.51642,1041.0413,499.51642,LHC,17.94916534423828,17.601055145263672
156209,2603.483345036941,10,394.32196,423.44073,424.12787,514.7166,409.2249,514.7166,HCAP,-6.768610000610352,33.954471588134766
156209,2603.483345036941,8,1059.1138,366.9872,1091.3765,446.4235,1075.2451,446.4235,LHC,22.284635543823242,6.509134292602539
156209,2603.483345036941,9,1636.6707,441.75613,1692.0659,562.292,1664.3683,562.292,HCAP,32.06513214111328,32.25948715209961
156209,2603.483345036941,6,1381.054,357.77057,1408.082,435.6825,1394.568,435.6825,LHC,27.808992385864258,3.2841498851776123
156209,2603.483345036941,5,1149.3533,354.8206,1177.1919,424.66617,1163.2726,424.66617,HCAP,24.574077606201172,3.2061853408813477
156215,2603.5833450373907,4,1019.76807,393.6957,1061.5978,495.41647,1040.6829,495.41647,LHC,20.0799503326416,16.839237213134766
156215,2603.5833450373907,6,1356.0486,357.94098,1389.1262,437.7755,1372.5874,437.7755,LHC,28.882808685302734,3.849362373352051
156215,2603.5833450373907,10,403.24484,422.64764,432.81143,516.71875,418.02814,516.71875,HCAP,-5.3821258544921875,34.62505340576172
156215,2603.5833450373907,9,1631.425,438.63654,1689.356,556.1293,1660.3905,556.1293,HCAP,35.03828048706055,30.898271560668945
156215,2603.5833450373907,8,1045.8528,367.8634,1077.2903,446.73737,1061.5715,446.73737,LHC,23.36945343017578,6.7035346031188965
156215,2603.5833450373907,5,1152.574,363.43753,1179.9641,425.05765,1166.269,425.05765,HCAP,25.87948989868164,3.2551465034484863
156221,2603.68334503784,6,1343.5221,356.58344,1381.4377,437.16934,1362.48,437.16934,LHC,28.732072830200195,3.821676015853882
156221,2603.68334503784,4,1028.6649,392.8752,1069.888,491.18024,1049.2764,491.18024,LHC,20.621047973632812,15.621397972106934
156221,2603.68334503784,10,423.74597,421.8705,453.86224,516.64453,438.8041,516.64453,HCAP,-4.399754524230957,34.13935470581055
156221,2603.68334503784,9,1636.9165,434.59506,1704.1697,552.02014,1670.5431,552.02014,HCAP,35.195037841796875,28.708402633666992
156221,2603.68334503784,8,1047.3274,366.95187,1072.293,409.4957,1059.8102,409.4957,LHC,24.664403915405273,1.9568641185760498
156221,2603.68334503784,5,1155.2434,352.93002,1173.7783,411.1169,1164.5109,411.1169,HCAP,26.192764282226562,1.7067028284072876
156227,2603.7833450382896,11,1244.5797,372.4661,1277.0494,463.6031,1260.8146,463.6031,LHC,26.471139907836914,8.199623107910156
156227,2603.7833450382896,6,1332.805,358.14542,1373.5848,436.92892,1353.195,436.92892,LHC,28.58953857421875,3.8355462551116943
156227,2603.7833450382896,10,443.57336,419.6272,481.52124,524.1557,462.5473,524.1557,HCAP,-6.131504535675049,38.17156219482422
156227,2603.7833450382896,4,1035.3071,371.31143,1075.5728,492.45822,1055.44,492.45822,LHC,20.679027557373047,15.894342422485352
156227,2603.7833450382896,9,1643.8425,449.94406,1711.1389,548.8723,1677.4907,548.8723,HCAP,35.28395462036133,27.161792755126953
156227,2603.7833450382896,5,1147.2623,352.2899,1172.4869,411.51443,1159.8746,411.51443,HCAP,26.114749908447266,1.7670695781707764
156233,2603.883345038739,11,1236.2378,373.00534,1268.811,463.69016,1252.5244,463.69016,LHC,26.313215255737305,8.26713752746582
156233,2603.883345038739,9,1652.304,436.07034,1730.7593,544.9957,1691.5316,544.9957,HCAP,35.53110885620117,25.296667098999023
156233,2603.883345038739,10,463.67514,419.148,496.39362,519.6769,480.03436,519.6769,HCAP,-3.597060203552246,35.0028076171875
156233,2603.883345038739,6,1321.7151,361.0556,1360.0063,438.0313,1340.8607,438.0313,LHC,28.37895965576172,4.0320281982421875
156233,2603.883345038739,4,1042.2222,393.81088,1084.6162,489.69424,1063.4192,489.69424,LHC,21.0731201171875,15.106208801269531
156233,2603.883345038739,1,1575.2659,345.31854,1607.1321,412.6184,1591.199,412.6184,HCAP,32.11843490600586,0.24991267919540405
156233,2603.883345038739,5,1138.0089,339.3881,1165.6732,410.80426,1151.8411,410.80426,HCAP,26.012144088745117,1.724475622177124
156239,2603.983345039189,11,1228.6304,374.49585,1262.3097,465.35205,1245.47,465.35205,LHC,26.131303787231445,8.596789360046387
156239,2603.983345039189,10,484.72604,417.75482,524.9551,517.20386,504.84058,517.20386,HCAP,-1.6405326128005981,33.07988357543945
156239,2603.983345039189,4,1054.4421,389.96008,1093.1426,488.7528,1073.7924,488.7528,LHC,21.387126922607422,14.773744583129883
156239,2603.983345039189,6,1309.1733,358.35846,1347.0833,437.0592,1328.1283,437.0592,LHC,28.191850662231445,3.9704842567443848
156239,2603.983345039189,9,1667.7903,445.66754,1741.4512,541.4866,1704.6207,541.4866,HCAP,35.74906539916992,23.71916961669922
156239,2603.983345039189,5,1132.1884,356.09738,1159.3235,412.35672,1145.7559,412.35672,HCAP,25.883848190307617,1.913376808166504
156245,2604.083345039638,4,1066.5137,386.6667,1102.052,487.2998,1084.2828,487.2998,LHC,21.731340408325195,14.321921348571777
156245,2604.083345039638,10,505.24658,417.75385,540.2124,515.5737,522.7295,515.5737,HCAP,-0.35522791743278503,31.8507022857666
156245,2604.083345039638,11,1219.8699,376.62854,1252.9222,466.7915,1236.396,466.7915,LHC,25.913541793823242,8.907718658447266
156245,2604.083345039638,9,1685.9006,430.50293,1758.477,537.89026,1722.1888,537.89026,HCAP,36.05982971191406,22.151039123535156
156245,2604.083345039638,6,1297.6432,358.39838,1329.4698,437.46048,1313.5565,437.46048,LHC,27.953350067138672,4.090691089630127
156251,2604.1833450400877,4,1074.866,389.19736,1111.0901,485.7985,1092.978,485.7985,LHC,22.028705596923828,13.885340690612793
156251,2604.1833450400877,10,525.71375,418.62006,557.3928,518.7327,541.5533,518.7327,HCAP,-0.5292962193489075,33.16830062866211
156251,2604.1833450400877,13,248.89009,381.8076,283.84796,468.0975,266.36902,468.0975,HCAP,2.338064670562744,17.31663703918457
156251,2604.1833450400877,11,1213.2843,379.67715,1248.115,468.03177,1230.6997,468.03177,LHC,25.763715744018555,9.166259765625
156251,2604.1833450400877,14,1023.91205,371.8689,1053.2311,458.1634,1038.5715,458.1634,LHC,22.401193618774414,8.703694343566895
156251,2604.1833450400877,9,1703.4185,431.0291,1771.9427,537.1803,1737.6807,537.1803,HCAP,36.40972900390625,21.696327209472656
156251,2604.1833450400877,6,1287.6561,359.05536,1318.5768,437.9741,1303.1165,437.9741,LHC,27.77713966369629,4.2063117027282715
156257,2604.2833450405374,11,1203.7014,376.63843,1240.6799,469.15045,1222.1907,469.15045,LHC,25.560272216796875,9.426224708557129
156257,2604.2833450405374,13,245.35043,380.66272,278.74814,468.04962,262.0493,468.04962,HCAP,2.216801404953003,17.348722457885742
156257,2604.2833450405374,4,1084.419,387.23254,1119.6406,485.39923,1102.0298,485.39923,LHC,22.262096405029297,13.711658477783203
156257,2604.2833450405374,14,1021.4126,369.15942,1049.2616,461.03387,1035.3372,461.03387,LHC,22.188310623168945,9.232433319091797
156257,2604.2833450405374,6,1278.1711,360.40942,1307.7905,437.4807,1292.9808,437.4807,LHC,27.623132705688477,4.192379474639893
156257,2604.2833450405374,9,1711.8872,444.6341,1786.302,536.49927,1749.0946,536.49927,HCAP,36.6567268371582,21.312856674194336
156257,2604.2833450405374,10,544.7093,419.3181,572.32635,515.2725,558.5178,515.2725,HCAP,1.2286771535873413,31.008014678955078
156263,2604.383345040987,11,1198.712,378.63016,1234.5436,470.8353,1216.6278,470.8353,LHC,25.39207649230957,9.774893760681152
156263,2604.383345040987,4,1094.2897,394.69226,1128.261,482.4104,1111.2754,482.4104,LHC,22.644987106323242,12.94800090789795
156263,2604.383345040987,13,242.83653,381.3468,277.39026,465.10318,260.1134,465.10318,HCAP,2.754951238632202,16.555809020996094
156263,2604.383345040987,10,565.4077,417.50317,596.43396,511.36414,580.92084,511.36414,HCAP,3.183685302734375,28.703872680664062
156263,2604.383345040987,14,1019.1311,369.65186,1046.8373,462.9787,1032.9841,462.9787,LHC,22.036643981933594,9.60202693939209
156263,2604.383345040987,6,1263.2261,355.39188,1298.9182,436.89047,1281.0721,436.89047,LHC,27.442615509033203,4.174686908721924
156263,2604.383345040987,9,1725.253,436.4622,1800.341,531.33386,1762.797,531.33386,HCAP,36.77165603637695,19.447237014770508
