t_s,period,team,number,name,rx,ry
3392.08,3,LHC,,,37.06,30.25
3392.18,3,LHC,,,38.45,29.29
3392.28,3,LHC,,,38.72,30.47
3392.38,3,LHC,,,39.29,27.77
3392.48,3,LHC,,,39.08,21.73
3392.58,3,LHC,,,38.65,19.95
3392.68,3,HCAP,,,45.02,24.2
3379.48,3,HCAP,,,41.94,17.3
3379.58,3,HCAP,,,41.89,17.41
3379.68,3,HCAP,,,41.64,16.7
3379.78,3,HCAP,,,42.07,17.13
3379.88,3,HCAP,,,42.02,17.04
3379.98,3,HCAP,,,41.94,17.06
3380.08,3,HCAP,,,41.93,17.36
3380.18,3,HCAP,,,41.8,17.31
3380.28,3,HCAP,,,40.97,16.13
3380.38,3,HCAP,,,40.79,15.87
3380.48,3,HCAP,,,40.88,16.59
3380.58,3,HCAP,,,40.71,16.57
3380.68,3,HCAP,,,40.59,16.69
3380.78,3,HCAP,,,41.17,16.96
3380.88,3,HCAP,,,40.99,17.1
3380.98,3,HCAP,,,40.85,17.25
3381.08,3,HCAP,,,40.66,17.32
3381.18,3,HCAP,,,40.6,17.99
3381.28,3,HCAP,,,39.72,15.96
3381.38,3,HCAP,,,39.58,16.33
3381.48,3,HCAP,,,39.28,15.87
3381.58,3,HCAP,,,39.39,17.41
3381.68,3,HCAP,,,39.23,17.65
3381.78,3,HCAP,,,38.76,16.68
3381.88,3,HCAP,,,38.59,17.06
3381.98,3,HCAP,,,38.34,16.96
3382.08,3,HCAP,,,38.06,16.85
3382.18,3,HCAP,,,37.9,17.17
3382.28,3,HCAP,,,37.33,18.69
3382.38,3,HCAP,,,37.06,19.54
3382.48,3,HCAP,,,36.83,19.41
3382.58,3,HCAP,,,36.63,19.09
3382.68,3,HCAP,,,36.47,19.44
3382.78,3,HCAP,,,36.13,20.59
3382.88,3,HCAP,,,35.99,20.67
3382.98,3,HCAP,,,35.82,20.68
3383.08,3,HCAP,,,35.68,20.86
3383.18,3,HCAP,,,35.62,21.46
3383.28,3,HCAP,,,35.29,20.12
3383.38,3,HCAP,,,35.17,20.11
3383.48,3,HCAP,,,35.13,20.59
3383.58,3,HCAP,,,34.95,20.21
3383.68,3,HCAP,,,34.83,20.37
3383.78,3,HCAP,,,34.53,19.83
3383.88,3,HCAP,,,34.56,20.17
3383.98,3,HCAP,,,34.23,19.69
3384.08,3,HCAP,,,34.16,20.2
3384.18,3,HCAP,,,34.04,20.16
3384.28,3,HCAP,,,34.6,21.19
3384.38,3,HCAP,,,34.54,21.06
3384.48,3,HCAP,,,34.38,20.89
3384.58,3,HCAP,,,34.28,21.46
3384.68,3,HCAP,,,34.14,21.63
3384.78,3,HCAP,,,34.42,20.89
3384.88,3,HCAP,,,34.27,20.64
3384.98,3,HCAP,,,34.46,20.64
3385.08,3,HCAP,,,34.27,20.73
3385.18,3,HCAP,,,34.22,20.95
3385.28,3,HCAP,,,34.18,18.74
3385.38,3,HCAP,,,34.17,19.1
3385.48,3,HCAP,,,34.1,18.89
3385.58,3,HCAP,,,34.04,18.69
3385.68,3,HCAP,,,34.19,18.83
3385.78,3,HCAP,,,33.99,17.86
3385.88,3,HCAP,,,34.01,18.2
3385.98,3,HCAP,,,33.9,18.36
3386.08,3,HCAP,,,33.81,17.81
3386.18,3,HCAP,,,33.8,17.94
3386.28,3,HCAP,,,33.79,17.76
3386.38,3,HCAP,,,33.77,17.73
3386.48,3,HCAP,,,33.76,18.07
3386.58,3,HCAP,,,33.83,18.12
3386.68,3,HCAP,,,33.8,18.17
3386.78,3,HCAP,,,33.74,18.71
3386.88,3,HCAP,,,33.75,18.83
3386.98,3,HCAP,,,33.8,18.81
3387.08,3,HCAP,,,33.8,18.81
3387.18,3,HCAP,,,33.8,18.92
3387.28,3,HCAP,,,33.72,18.53
3387.38,3,HCAP,,,33.64,18.54
3387.48,3,HCAP,,,33.65,18.35
3387.58,3,HCAP,,,33.65,18.77
3387.68,3,HCAP,,,33.63,18.52
3387.78,3,HCAP,,,33.61,19.29
3387.88,3,HCAP,,,33.64,19.28
3387.98,3,HCAP,,,33.69,19.08
3388.08,3,HCAP,,,33.73,18.96
3388.18,3,HCAP,,,33.74,18.83
3388.28,3,HCAP,,,33.79,18.72
3388.38,3,HCAP,,,33.77,18.53
3388.48,3,HCAP,,,33.8,18.79
3388.58,3,HCAP,,,33.8,18.79
3388.98,3,HCAP,,,33.84,18.8
3389.08,3,HCAP,,,33.83,18.8
3389.18,3,HCAP,,,33.82,18.83
3389.28,3,HCAP,,,33.74,18.1
3389.38,3,HCAP,,,33.71,18.31
3389.48,3,HCAP,,,33.67,18.49
3389.58,3,HCAP,,,33.61,18.64
3389.68,3,HCAP,,,33.57,18.6
3389.78,3,HCAP,,,33.54,18.43
3389.88,3,HCAP,,,33.49,18.41
3389.98,3,HCAP,,,33.44,18.19
3390.08,3,HCAP,,,33.46,18.39
3390.18,3,HCAP,,,33.43,18.3
3390.28,3,HCAP,,,33.52,18.51
3390.48,3,HCAP,,,33.51,18.85
3390.58,3,HCAP,,,33.55,18.56
3390.68,3,HCAP,,,33.52,18.67
3390.78,3,HCAP,,,33.48,18.78
3390.88,3,HCAP,,,33.65,18.48
3390.98,3,HCAP,,,33.59,19.26
3391.08,3,HCAP,,,33.63,19.24
3391.18,3,HCAP,,,33.66,19.2
3391.28,3,HCAP,,,33.37,17.15
3391.38,3,HCAP,,,33.44,17.39
3391.48,3,HCAP,,,33.34,17.59
3391.58,3,HCAP,,,33.21,17.49
3391.78,3,HCAP,,,32.61,6.87
3391.88,3,HCAP,,,33.26,14.41
3391.98,3,HCAP,,,33.3,13.28
3392.08,3,HCAP,,,33.49,13.39
3392.18,3,HCAP,,,33.84,12.85
3392.28,3,HCAP,,,33.28,15.06
3392.38,3,HCAP,,,33.7,14.67
3392.48,3,HCAP,,,34.07,15.1
3392.58,3,HCAP,,,33.41,17.02
3392.68,3,HCAP,,,33.58,20.91
3392.78,3,HCAP,,,34.34,14.83
3392.88,3,HCAP,,,34.59,18.79
3379.48,3,LHC,,,25.02,26.35
3379.58,3,LHC,,,24.99,25.89
3379.68,3,LHC,,,24.74,25.43
3379.78,3,LHC,,,24.7,24.89
3379.88,3,LHC,,,24.14,26.09
3379.98,3,LHC,,,23.7,26.11
3380.08,3,LHC,,,23.26,27.3
3380.18,3,LHC,,,22.82,28.18
3380.28,3,LHC,,,22.46,28.83
3380.38,3,LHC,,,22.13,29.45
3380.58,3,LHC,,,21.52,29.34
3380.68,3,LHC,,,21.42,31.29
3381.78,3,LHC,,,24.1,31.97
3381.88,3,LHC,,,24.5,31.44
3381.98,3,LHC,,,24.84,31.39
3382.08,3,LHC,,,25.09,31.37
3382.18,3,LHC,,,25.45,30.7
3382.38,3,LHC,,,25.88,25.77
3382.48,3,LHC,,,26.34,23.96
3382.58,3,LHC,,,26.23,30.08
3382.68,3,LHC,,,26.58,30.63
3382.88,3,LHC,,,26.59,31.52
3382.98,3,LHC,,,26.88,31.89
3383.18,3,LHC,,,27.47,30.47
3383.28,3,LHC,,,27.96,29.55
3383.38,3,LHC,,,28.14,28.3
3383.48,3,LHC,,,28.29,28.51
3383.58,3,LHC,,,28.48,27.86
3383.68,3,LHC,,,28.62,28.02
3383.78,3,LHC,,,28.44,26.81
3383.88,3,LHC,,,28.64,25.78
3383.98,3,LHC,,,28.72,26.08
3384.08,3,LHC,,,28.82,26.15
3384.18,3,LHC,,,28.88,26.38
3384.28,3,LHC,,,29.57,27.69
3384.38,3,LHC,,,29.67,23.87
3384.48,3,LHC,,,29.77,20.7
3384.58,3,LHC,,,29.83,20.91
3384.68,3,LHC,,,29.89,21.3
3384.78,3,LHC,,,30.59,22.36
3384.88,3,LHC,,,30.61,20.08
3384.98,3,LHC,,,30.63,19.56
3385.08,3,LHC,,,30.68,21.38
3385.18,3,LHC,,,30.69,20.25
3385.28,3,LHC,,,30.8,19.71
3385.38,3,LHC,,,30.86,21.73
3385.48,3,LHC,,,30.86,21.5
3385.58,3,LHC,,,30.88,21.99
3385.68,3,LHC,,,30.89,19.72
3385.78,3,LHC,,,30.96,19.91
3385.88,3,LHC,,,30.99,21.42
3385.98,3,LHC,,,30.95,19.59
3386.08,3,LHC,,,30.96,18.85
3386.18,3,LHC,,,30.96,19.03
3386.28,3,LHC,,,31.0,18.54
3386.38,3,LHC,,,31.0,18.92
3386.48,3,LHC,,,31.01,19.38
3386.58,3,LHC,,,31.0,18.54
3386.68,3,LHC,,,31.01,18.51
3386.78,3,LHC,,,31.01,19.12
3386.88,3,LHC,,,31.01,18.72
3386.98,3,LHC,,,31.02,18.92
3387.08,3,LHC,,,30.92,18.93
3387.18,3,LHC,,,30.99,19.51
3387.28,3,LHC,,,30.91,21.57
3387.38,3,LHC,,,30.81,19.01
3387.48,3,LHC,,,30.82,19.59
3387.58,3,LHC,,,30.8,18.45
3387.68,3,LHC,,,30.82,19.69
3387.78,3,LHC,,,30.75,20.79
3387.88,3,LHC,,,30.76,19.86
3387.98,3,LHC,,,30.76,19.8
3388.08,3,LHC,,,30.75,19.62
3388.18,3,LHC,,,30.75,19.35
3388.28,3,LHC,,,30.83,19.85
3388.38,3,LHC,,,30.86,20.53
3388.48,3,LHC,,,30.88,21.54
3388.58,3,LHC,,,30.85,19.67
3388.68,3,LHC,,,30.87,19.71
3388.78,3,LHC,,,30.91,19.19
3388.88,3,LHC,,,30.92,19.02
3388.98,3,LHC,,,30.92,19.07
3389.08,3,LHC,,,30.92,19.0
3389.18,3,LHC,,,30.93,18.94
3389.28,3,LHC,,,30.88,17.83
3389.38,3,LHC,,,30.88,18.28
3389.48,3,LHC,,,30.89,17.96
3389.58,3,LHC,,,30.87,17.87
3389.78,3,LHC,,,30.7,17.16
3389.88,3,LHC,,,30.74,17.75
3389.98,3,LHC,,,30.72,17.81
3390.08,3,LHC,,,30.74,17.74
3390.18,3,LHC,,,30.8,18.04
3390.28,3,LHC,,,30.82,17.72
3390.48,3,LHC,,,30.83,17.98
3390.58,3,LHC,,,30.89,17.31
3390.68,3,LHC,,,30.84,17.63
3390.78,3,LHC,,,30.81,18.77
3390.88,3,LHC,,,30.79,18.89
3390.98,3,LHC,,,30.84,19.76
3391.08,3,LHC,,,30.9,18.54
3391.18,3,LHC,,,30.94,18.61
3391.28,3,LHC,,,30.81,16.04
3391.38,3,LHC,,,30.64,16.8
3391.48,3,LHC,,,30.58,17.52
3391.58,3,LHC,,,30.78,19.32
3381.68,3,HCAP,,,33.19,24.4
3381.78,3,HCAP,,,33.18,22.24
3381.88,3,HCAP,,,33.29,21.45
3381.98,3,HCAP,,,33.32,21.25
3382.08,3,HCAP,,,33.36,20.84
3382.18,3,HCAP,,,33.36,20.89
3382.28,3,HCAP,,,32.71,22.52
3382.38,3,HCAP,,,32.65,22.29
3382.48,3,HCAP,,,32.58,22.54
3382.58,3,HCAP,,,32.57,23.24
3382.68,3,HCAP,,,32.61,23.93
3382.78,3,HCAP,,,32.18,25.47
3382.88,3,HCAP,,,32.24,26.58
3382.98,3,HCAP,,,32.05,27.25
3383.08,3,HCAP,,,31.93,27.46
3383.18,3,HCAP,,,31.71,28.12
3383.28,3,HCAP,,,31.57,26.25
3383.38,3,HCAP,,,31.48,26.23
3383.48,3,HCAP,,,31.46,26.19
3383.58,3,HCAP,,,31.44,25.89
3383.68,3,HCAP,,,31.5,25.82
3383.78,3,HCAP,,,31.25,25.28
3383.88,3,HCAP,,,31.32,25.34
3383.98,3,HCAP,,,31.42,25.18
3384.08,3,HCAP,,,31.65,25.58
3384.18,3,HCAP,,,31.69,25.56
3384.28,3,HCAP,,,32.29,27.02
3384.38,3,HCAP,,,32.24,26.21
3384.48,3,HCAP,,,32.24,25.92
3384.58,3,HCAP,,,32.42,25.68
3384.68,3,HCAP,,,32.65,25.3
3384.78,3,HCAP,,,33.04,23.99
3384.88,3,HCAP,,,32.95,24.5
3384.98,3,HCAP,,,32.8,24.63
3385.08,3,HCAP,,,32.87,24.45
3385.18,3,HCAP,,,33.03,24.45
3385.28,3,HCAP,,,32.99,22.62
3385.38,3,HCAP,,,33.03,22.7
3385.48,3,HCAP,,,33.08,22.64
3385.58,3,HCAP,,,33.09,22.58
3385.68,3,HCAP,,,33.54,22.55
3385.78,3,HCAP,,,33.53,22.03
3385.88,3,HCAP,,,33.4,22.16
3385.98,3,HCAP,,,33.26,22.41
3386.08,3,HCAP,,,33.22,22.42
3386.18,3,HCAP,,,33.21,22.35
3386.28,3,HCAP,,,33.23,22.53
3386.38,3,HCAP,,,33.17,22.59
3386.48,3,HCAP,,,33.11,22.58
3386.58,3,HCAP,,,33.09,22.64
3386.68,3,HCAP,,,33.05,22.89
3386.78,3,HCAP,,,32.75,24.0
3386.88,3,HCAP,,,33.02,24.53
3386.98,3,HCAP,,,32.94,24.53
3387.08,3,HCAP,,,32.87,24.78
3387.18,3,HCAP,,,32.96,25.77
3387.28,3,HCAP,,,32.79,26.14
3387.38,3,HCAP,,,32.76,26.64
3387.48,3,HCAP,,,32.67,26.2
3387.58,3,HCAP,,,32.67,26.61
3387.68,3,HCAP,,,32.73,26.67
3387.78,3,HCAP,,,32.58,27.36
3387.88,3,HCAP,,,32.81,27.42
3387.98,3,HCAP,,,33.12,27.78
3388.08,3,HCAP,,,33.15,26.87
3388.18,3,HCAP,,,33.31,27.35
3388.28,3,HCAP,,,33.53,27.51
3388.38,3,HCAP,,,33.54,27.39
3388.48,3,HCAP,,,33.53,27.14
3388.58,3,HCAP,,,33.47,26.62
3388.68,3,HCAP,,,33.46,26.52
3388.78,3,HCAP,,,33.46,25.93
3388.88,3,HCAP,,,33.42,25.59
3388.98,3,HCAP,,,33.41,25.64
3389.08,3,HCAP,,,33.38,25.98
3389.18,3,HCAP,,,33.27,26.04
3389.28,3,HCAP,,,33.05,25.05
3389.38,3,HCAP,,,33.02,25.6
3389.48,3,HCAP,,,32.89,25.35
3389.58,3,HCAP,,,32.84,25.69
3389.68,3,HCAP,,,32.73,24.97
3389.78,3,HCAP,,,32.76,23.97
3389.88,3,HCAP,,,32.65,23.99
3389.98,3,HCAP,,,32.58,23.7
3390.08,3,HCAP,,,32.54,23.51
3390.18,3,HCAP,,,32.46,23.04
3390.28,3,HCAP,,,32.51,23.53
3390.38,3,HCAP,,,32.45,23.48
3390.48,3,HCAP,,,32.37,23.7
3390.58,3,HCAP,,,32.59,23.25
3390.68,3,HCAP,,,32.6,23.93
3390.78,3,HCAP,,,32.61,23.44
3390.88,3,HCAP,,,32.56,23.52
3390.98,3,HCAP,,,32.54,22.57
3391.08,3,HCAP,,,32.42,22.53
3391.18,3,HCAP,,,32.56,22.37
3391.28,3,HCAP,,,32.32,19.61
3391.38,3,HCAP,,,32.55,20.25
3391.48,3,HCAP,,,31.97,20.26
3391.58,3,HCAP,,,32.14,22.45
3391.68,3,HCAP,,,32.15,23.77
3391.78,3,HCAP,,,32.25,23.3
3391.88,3,HCAP,,,32.14,24.17
3391.98,3,HCAP,,,32.04,24.72
3392.08,3,HCAP,,,31.92,25.37
3392.18,3,HCAP,,,31.74,25.78
3392.28,3,HCAP,,,30.8,29.62
3392.38,3,HCAP,,,30.53,31.21
3382.58,3,LHC,,,17.96,21.83
3382.68,3,LHC,,,18.11,21.31
3383.68,3,LHC,,,19.94,19.34
3383.78,3,LHC,,,20.19,17.16
3383.88,3,LHC,,,20.44,16.93
3383.98,3,LHC,,,20.63,16.48
3384.08,3,LHC,,,20.72,16.22
3384.18,3,LHC,,,20.75,16.35
3384.28,3,LHC,,,21.5,15.93
3384.38,3,LHC,,,21.61,15.34
3384.48,3,LHC,,,21.59,15.5
3384.58,3,LHC,,,21.52,15.76
3384.68,3,LHC,,,21.52,15.62
3384.78,3,LHC,,,22.37,15.45
3384.88,3,LHC,,,22.34,15.5
3384.98,3,LHC,,,22.31,15.56
3385.08,3,LHC,,,22.29,15.59
3385.18,3,LHC,,,22.26,15.68
3385.28,3,LHC,,,22.17,13.71
3385.38,3,LHC,,,22.12,13.91
3385.48,3,LHC,,,22.13,13.88
3385.58,3,LHC,,,22.15,13.83
3385.68,3,LHC,,,22.14,13.84
3385.78,3,LHC,,,22.33,14.09
3385.88,3,LHC,,,22.33,14.08
3385.98,3,LHC,,,22.32,14.11
3386.08,3,LHC,,,22.32,14.14
3386.18,3,LHC,,,22.36,13.91
3386.28,3,LHC,,,22.39,13.5
3386.38,3,LHC,,,22.37,13.57
3386.48,3,LHC,,,22.38,13.47
3386.58,3,LHC,,,22.37,13.51
3386.68,3,LHC,,,22.4,13.31
3386.78,3,LHC,,,22.47,13.49
3386.88,3,LHC,,,22.46,13.51
3386.98,3,LHC,,,22.44,13.61
3387.08,3,LHC,,,22.45,13.49
3387.18,3,LHC,,,22.44,13.56
3387.28,3,LHC,,,22.4,13.95
3387.38,3,LHC,,,22.37,14.13
3387.48,3,LHC,,,22.4,13.93
3387.58,3,LHC,,,22.41,13.9
3387.68,3,LHC,,,22.35,14.18
3387.78,3,LHC,,,22.16,14.71
3387.88,3,LHC,,,22.08,15.11
3387.98,3,LHC,,,22.06,15.22
3388.08,3,LHC,,,22.19,14.57
3388.18,3,LHC,,,22.15,14.79
3388.28,3,LHC,,,22.24,14.59
3388.38,3,LHC,,,22.23,14.63
3388.48,3,LHC,,,22.23,14.67
3388.58,3,LHC,,,22.25,14.59
3388.68,3,LHC,,,22.23,14.65
3388.78,3,LHC,,,22.21,14.88
3388.88,3,LHC,,,22.21,14.86
3388.98,3,LHC,,,22.21,14.85
3389.08,3,LHC,,,22.17,15.0
3389.18,3,LHC,,,22.17,14.97
3389.28,3,LHC,,,22.27,13.85
3389.38,3,LHC,,,22.25,13.87
3389.48,3,LHC,,,22.24,13.9
3389.58,3,LHC,,,22.23,13.85
3389.68,3,LHC,,,22.24,13.8
3389.78,3,LHC,,,22.59,13.04
3389.88,3,LHC,,,22.6,12.97
3389.98,3,LHC,,,22.64,12.79
3390.08,3,LHC,,,22.63,12.77
3390.18,3,LHC,,,22.62,12.81
3390.28,3,LHC,,,22.49,13.08
3390.38,3,LHC,,,22.48,13.04
3390.48,3,LHC,,,22.48,12.99
3390.58,3,LHC,,,22.45,13.12
3390.68,3,LHC,,,22.39,13.42
3390.78,3,LHC,,,22.47,12.98
3390.88,3,LHC,,,22.45,13.08
3390.98,3,LHC,,,22.46,12.96
3391.08,3,LHC,,,22.48,12.81
3391.18,3,LHC,,,22.38,13.09
3391.28,3,LHC,,,23.25,11.1
3391.38,3,LHC,,,23.14,11.19
3391.48,3,LHC,,,22.97,11.12
3391.58,3,LHC,,,22.81,11.13
3391.68,3,LHC,,,22.55,11.46
3391.78,3,LHC,,,23.1,9.63
3391.88,3,LHC,,,23.01,9.72
3392.58,3,LHC,,,22.14,12.43
3383.88,3,HCAP,,,37.97,9.42
3383.98,3,HCAP,,,37.95,9.44
3384.08,3,HCAP,,,37.92,9.42
3384.18,3,HCAP,,,37.9,9.4
3384.28,3,HCAP,,,38.37,9.77
3384.38,3,HCAP,,,38.34,9.81
3384.48,3,HCAP,,,38.32,9.95
3384.58,3,HCAP,,,38.33,9.94
3384.68,3,HCAP,,,38.43,10.11
3384.78,3,HCAP,,,38.53,10.22
3384.88,3,HCAP,,,38.42,9.75
3384.98,3,HCAP,,,38.49,9.97
3385.08,3,HCAP,,,38.5,10.0
3385.18,3,HCAP,,,38.54,9.99
3385.28,3,HCAP,,,38.72,8.7
3385.38,3,HCAP,,,38.67,8.4
3385.48,3,HCAP,,,38.6,8.47
3385.58,3,HCAP,,,38.49,8.36
3385.88,3,HCAP,,,38.18,8.52
3393.08,3,LHC,,,24.61,7.11
3393.18,3,LHC,,,24.2,6.98
3393.28,3,LHC,,,25.61,7.39
3393.38,3,LHC,,,25.37,7.04
3393.48,3,LHC,,,24.69,7.43
3393.58,3,LHC,,,24.34,7.15
3393.68,3,LHC,,,23.8,7.3
3393.78,3,LHC,,,25.41,7.53
3393.88,3,LHC,,,24.94,7.11
3393.98,3,LHC,,,24.28,7.41
3394.08,3,LHC,,,23.74,7.3
3394.18,3,LHC,,,23.09,7.53
3394.28,3,LHC,,,25.21,7.59
3394.38,3,LHC,,,24.59,7.8
3394.48,3,LHC,,,23.91,8.23
3394.58,3,LHC,,,23.35,8.34
3394.68,3,LHC,,,22.78,8.15
3394.78,3,LHC,,,23.24,10.49
3394.88,3,LHC,,,22.99,11.5
3394.98,3,LHC,,,23.01,11.89
3395.08,3,LHC,,,22.93,12.41
3395.18,3,LHC,,,22.88,12.62
3395.28,3,LHC,,,22.79,12.8
3395.38,3,LHC,,,22.51,13.82
3395.48,3,LHC,,,21.99,15.34
3395.58,3,LHC,,,21.53,16.62
3395.68,3,LHC,,,21.15,17.55
3395.78,3,LHC,,,20.17,17.19
3395.88,3,LHC,,,20.36,18.13
3395.98,3,LHC,,,20.24,19.04
3396.08,3,LHC,,,19.89,20.62
3396.18,3,LHC,,,19.4,21.03
3396.28,3,LHC,,,17.55,21.98
3396.38,3,LHC,,,16.89,22.78
3396.48,3,LHC,,,16.05,24.28
3396.58,3,LHC,,,15.57,24.78
3396.68,3,LHC,,,15.38,24.4
3396.78,3,LHC,,,14.63,30.95
3393.08,3,LHC,,,35.39,8.77
3393.18,3,LHC,,,34.97,7.87
3393.28,3,LHC,,,36.94,7.96
3393.38,3,LHC,,,36.53,7.51
3393.48,3,LHC,,,35.97,6.87
3393.58,3,LHC,,,35.72,6.86
3393.68,3,LHC,,,35.3,6.82
3393.78,3,LHC,,,37.33,8.0
3395.48,3,LHC,,,35.37,1.42
3393.18,3,HCAP,,,51.54,29.39
3393.28,3,HCAP,,,56.63,31.78
3393.38,3,HCAP,,,55.94,31.35
3393.48,3,HCAP,,,51.96,24.7
3393.58,3,HCAP,,,51.49,24.39
3393.68,3,HCAP,,,49.93,21.87
3393.78,3,HCAP,,,57.3,27.93
3393.88,3,HCAP,,,56.5,27.42
3393.98,3,HCAP,,,54.25,24.24
3394.08,3,HCAP,,,52.43,21.67
3394.18,3,HCAP,,,51.7,21.0
3394.38,3,HCAP,,,59.86,29.49
3394.48,3,HCAP,,,56.14,24.11
3394.58,3,HCAP,,,56.32,25.25
3394.68,3,HCAP,,,56.48,26.68
3394.78,3,HCAP,,,56.8,25.84
3394.88,3,HCAP,,,57.91,27.78
3394.98,3,HCAP,,,59.67,30.88
3393.08,3,LHC,,,42.78,26.62
3393.18,3,LHC,,,42.71,26.9
3393.28,3,LHC,,,47.81,31.25
3393.38,3,LHC,,,47.82,31.48
3395.78,3,LHC,,,38.74,31.41
3396.58,3,LHC,,,32.13,13.64
3396.68,3,LHC,,,32.08,14.22
3396.78,3,LHC,,,34.41,19.26
3397.48,3,LHC,,,31.83,13.22
3397.58,3,LHC,,,32.28,13.72
3397.68,3,LHC,,,32.72,14.04
3397.78,3,LHC,,,34.51,15.36
3397.88,3,LHC,,,34.72,16.52
3397.98,3,LHC,,,34.44,16.72
3398.08,3,LHC,,,34.48,17.62
3398.18,3,LHC,,,34.39,18.83
3398.28,3,LHC,,,36.61,21.17
3398.38,3,LHC,,,37.32,23.55
3398.48,3,LHC,,,37.9,25.49
3398.58,3,LHC,,,38.5,28.9
3401.68,3,LHC,,,7.4,31.76
3401.88,3,LHC,,,4.62,30.08
3401.98,3,LHC,,,6.5,27.5
3402.08,3,LHC,,,7.59,25.67
3402.18,3,LHC,,,9.41,22.03
3402.28,3,LHC,,,4.38,25.23
3402.38,3,LHC,,,5.49,23.55
3402.48,3,LHC,,,6.07,22.52
3402.58,3,LHC,,,6.13,22.59
3402.68,3,LHC,,,7.68,20.21
3402.78,3,LHC,,,5.3,19.13
3402.88,3,LHC,,,6.08,18.2
3402.98,3,LHC,,,6.03,18.33
3403.08,3,LHC,,,6.48,17.55
3403.18,3,LHC,,,6.48,17.63
3403.28,3,LHC,,,3.95,18.26
3403.38,3,LHC,,,3.84,18.31
3403.48,3,LHC,,,3.45,18.8
3403.58,3,LHC,,,3.34,18.83
3403.68,3,LHC,,,3.53,18.5
3403.78,3,LHC,,,-1.17,20.28
3403.88,3,LHC,,,-1.37,20.51
3393.68,3,HCAP,,,35.55,16.82
3393.78,3,HCAP,,,39.2,18.46
3393.88,3,HCAP,,,39.26,19.42
3393.98,3,HCAP,,,38.42,17.17
3394.08,3,HCAP,,,38.15,17.15
3394.28,3,HCAP,,,40.04,14.59
3394.38,3,HCAP,,,39.47,13.93
3394.48,3,HCAP,,,38.67,12.46
3394.58,3,HCAP,,,38.07,11.56
3394.68,3,HCAP,,,37.28,10.56
3394.78,3,HCAP,,,39.27,11.52
3394.88,3,HCAP,,,38.88,11.09
3395.08,3,HCAP,,,37.89,10.32
3395.28,3,HCAP,,,36.92,10.13
3395.38,3,HCAP,,,36.51,9.92
3395.48,3,HCAP,,,36.26,10.7
3395.78,3,HCAP,,,33.53,10.11
3396.08,3,HCAP,,,32.27,10.18
3396.28,3,HCAP,,,31.76,10.71
3396.38,3,HCAP,,,31.81,11.68
3396.48,3,HCAP,,,31.93,12.73
3396.88,3,HCAP,,,33.61,21.13
3396.98,3,HCAP,,,33.03,23.34
3397.08,3,HCAP,,,33.02,26.68
3397.18,3,HCAP,,,33.39,30.41
3394.98,3,LHC,,,35.22,14.46
3395.08,3,LHC,,,35.35,16.26
3395.18,3,LHC,,,35.58,18.17
3395.58,3,HCAP,,,42.98,8.85
3395.68,3,HCAP,,,43.23,9.03
3395.78,3,HCAP,,,42.01,8.76
3396.08,3,HCAP,,,34.42,11.64
3396.18,3,HCAP,,,34.47,12.78
3396.28,3,HCAP,,,33.87,12.52
3396.38,3,HCAP,,,34.08,14.91
3396.48,3,HCAP,,,34.27,16.3
3396.58,3,HCAP,,,34.71,17.44
3396.68,3,HCAP,,,35.24,18.77
3396.78,3,HCAP,,,38.35,23.1
3396.88,3,HCAP,,,38.39,25.62
3396.98,3,HCAP,,,38.44,26.48
3397.08,3,HCAP,,,38.56,28.06
3397.18,3,HCAP,,,39.46,29.48
3397.28,3,HCAP,,,40.98,30.63
3404.08,3,HCAP,,,13.34,29.66
3404.18,3,HCAP,,,14.14,27.22
3404.28,3,HCAP,,,13.62,26.11
3404.38,3,HCAP,,,14.32,23.37
3404.48,3,HCAP,,,14.87,21.41
3404.58,3,HCAP,,,15.75,18.82
3404.88,3,HCAP,,,17.19,15.11
3404.98,3,HCAP,,,17.57,14.05
3405.08,3,HCAP,,,17.89,13.13
3405.18,3,HCAP,,,18.29,12.02
3405.28,3,HCAP,,,19.06,10.7
3405.38,3,HCAP,,,19.22,10.04
3405.48,3,HCAP,,,19.0,9.3
3396.28,3,LHC,,,30.37,3.86
3396.38,3,LHC,,,30.23,4.16
3396.48,3,LHC,,,30.12,4.61
3396.58,3,LHC,,,30.04,5.11
3396.68,3,LHC,,,30.0,5.69
3396.78,3,LHC,,,31.53,7.59
3396.98,3,LHC,,,30.8,8.63
3397.08,3,LHC,,,30.79,9.48
3397.18,3,LHC,,,30.96,10.18
3397.28,3,LHC,,,31.31,11.05
3397.38,3,LHC,,,31.55,12.18
3399.88,3,LHC,,,23.26,30.94
3399.98,3,LHC,,,24.94,22.66
3400.08,3,LHC,,,25.67,21.43
3402.18,3,LHC,,,11.99,9.14
3396.28,3,LHC,,,41.39,23.13
3396.88,3,LHC,,,47.59,26.1
3396.98,3,LHC,,,48.38,28.27
3397.08,3,LHC,,,49.7,31.44
3396.28,3,HCAP,,,34.56,0.49
3396.38,3,HCAP,,,34.55,0.5
3396.48,3,HCAP,,,34.57,0.54
3396.58,3,HCAP,,,34.56,0.52
3396.68,3,HCAP,,,34.56,0.56
3400.08,3,HCAP,,,34.3,0.6
3402.08,3,HCAP,,,20.63,4.85
3402.18,3,HCAP,,,20.82,4.66
3402.28,3,HCAP,,,18.12,5.69
3402.88,3,HCAP,,,16.59,3.56
