t_s,period,team,number,name,rx,ry
2645.48,2,LHC,,,22.39,15.55
2645.58,2,LHC,,,27.12,5.56
2645.58,2,HCAP,,,12.96,15.2
2645.58,2,HCAP,,,7.62,12.7
2645.58,2,HCAP,,,19.54,9.19
2645.58,2,LHC,,,14.78,21.91
2645.68,2,HCAP,,,8.09,12.47
2645.68,2,LHC,,,27.14,5.58
2645.68,2,HCAP,,,13.3,14.61
2645.68,2,HCAP,,,19.0,10.38
2645.68,2,LHC,,,13.47,25.28
2645.78,2,HCAP,,,8.53,12.3
2645.78,2,HCAP,,,18.59,11.21
2645.78,2,HCAP,,,13.41,14.47
2645.78,2,LHC,,,27.08,5.92
2645.78,2,LHC,,,11.83,29.55
2645.88,2,HCAP,,,12.95,15.6
2645.88,2,HCAP,,,18.67,10.91
2645.88,2,LHC,,,26.99,6.62
2645.98,2,HCAP,,,12.91,15.88
2645.98,2,LHC,,,26.93,7.03
2645.98,2,HCAP,,,18.34,11.45
2646.08,2,HCAP,,,12.72,16.49
2646.08,2,LHC,,,26.99,7.05
2646.08,2,HCAP,,,17.32,14.18
2646.18,2,LHC,,,26.85,7.29
2646.18,2,HCAP,,,12.78,16.5
2646.18,2,HCAP,,,15.55,18.56
2646.28,2,LHC,,,26.9,8.05
2646.28,2,HCAP,,,15.79,18.23
2646.28,2,HCAP,,,13.12,15.81
2646.38,2,LHC,,,27.01,8.12
2646.38,2,HCAP,,,16.06,17.48
2646.38,2,HCAP,,,12.86,16.42
2646.48,2,LHC,,,27.0,8.46
2646.48,2,HCAP,,,16.31,16.89
2646.48,2,HCAP,,,12.09,18.13
2646.58,2,HCAP,,,6.79,19.23
2646.58,2,LHC,,,22.12,8.31
2646.58,2,HCAP,,,11.36,16.55
2646.68,2,LHC,,,22.2,8.25
2646.68,2,HCAP,,,11.76,15.96
2646.68,2,HCAP,,,6.56,19.49
2646.78,2,LHC,,,22.2,8.48
2646.78,2,HCAP,,,12.52,14.81
2646.88,2,LHC,,,1.24,31.95
2646.88,2,LHC,,,21.93,9.15
2646.88,2,HCAP,,,13.04,14.06
2646.88,2,HCAP,,,3.5,24.44
2646.98,2,LHC,,,1.86,30.8
2646.98,2,LHC,,,21.79,9.62
2646.98,2,HCAP,,,6.92,18.31
2646.98,2,HCAP,,,13.62,13.39
2647.08,2,LHC,,,2.86,29.1
2647.08,2,LHC,,,21.59,10.25
2647.08,2,HCAP,,,14.18,12.8
2647.08,2,HCAP,,,6.36,19.09
2647.18,2,LHC,,,21.41,10.65
2647.18,2,LHC,,,5.5,24.56
2647.18,2,HCAP,,,14.65,12.15
2647.18,2,HCAP,,,5.91,19.73
2647.28,2,LHC,,,6.51,22.61
2647.28,2,LHC,,,21.32,10.68
2647.28,2,HCAP,,,15.46,11.01
2647.28,2,HCAP,,,5.36,20.33
2647.38,2,LHC,,,6.9,22.03
2647.38,2,HCAP,,,16.19,10.19
2647.38,2,LHC,,,21.82,9.14
2647.38,2,HCAP,,,5.1,20.74
2647.48,2,LHC,,,7.2,21.79
2647.48,2,HCAP,,,6.18,18.98
2647.48,2,HCAP,,,16.84,9.42
2647.48,2,LHC,,,22.19,7.69
2647.58,2,LHC,,,6.07,16.03
2647.58,2,HCAP,,,3.85,16.01
2647.58,2,HCAP,,,14.05,8.44
2647.58,2,LHC,,,19.02,6.19
2647.68,2,LHC,,,6.57,15.32
2647.68,2,HCAP,,,14.68,7.88
2647.68,2,HCAP,,,10.36,30.24
2647.68,2,LHC,,,17.5,9.97
2647.68,2,HCAP,,,5.56,13.76
2647.78,2,LHC,,,7.15,14.55
2647.78,2,LHC,,,16.95,10.91
2647.78,2,HCAP,,,11.23,28.02
2647.78,2,HCAP,,,5.48,13.91
2647.78,2,HCAP,,,14.99,7.64
2647.88,2,HCAP,,,11.74,25.08
2647.88,2,LHC,,,7.76,13.42
2647.88,2,LHC,,,16.69,10.26
2647.88,2,HCAP,,,15.38,6.99
2647.88,2,HCAP,,,6.23,12.75
2647.98,2,HCAP,,,11.92,22.96
2647.98,2,LHC,,,16.15,10.45
2647.98,2,HCAP,,,15.53,6.8
2647.98,2,HCAP,,,6.64,12.11
2647.98,2,LHC,,,8.37,12.4
2648.08,2,LHC,,,15.94,10.02
2648.08,2,HCAP,,,12.36,20.28
2648.08,2,LHC,,,8.85,11.59
2648.08,2,HCAP,,,15.76,6.36
2648.08,2,HCAP,,,7.53,10.94
2648.18,2,LHC,,,15.84,9.43
2648.18,2,HCAP,,,15.98,5.97
2648.18,2,HCAP,,,12.33,19.02
2648.18,2,HCAP,,,7.75,10.64
2648.18,2,LHC,,,9.05,11.25
2648.28,2,LHC,,,9.73,10.21
2648.28,2,LHC,,,15.42,9.64
2648.28,2,HCAP,,,12.4,17.79
2648.28,2,HCAP,,,8.09,10.2
2648.28,2,HCAP,,,15.99,5.99
2648.38,2,LHC,,,10.15,9.61
2648.38,2,LHC,,,15.46,8.97
2648.38,2,HCAP,,,12.52,16.5
2648.38,2,HCAP,,,16.29,5.47
2648.38,2,HCAP,,,8.61,9.59
2648.48,2,LHC,,,10.59,9.06
2648.48,2,HCAP,,,12.87,14.89
2648.48,2,LHC,,,15.52,8.38
2648.48,2,HCAP,,,16.49,5.19
2648.48,2,HCAP,,,9.04,9.04
2648.58,2,LHC,,,10.87,8.77
2648.58,2,HCAP,,,12.5,15.1
2648.58,2,LHC,,,15.54,8.12
2648.58,2,HCAP,,,16.55,5.2
2648.58,2,HCAP,,,9.12,8.95
2648.68,2,LHC,,,11.38,8.19
2648.68,2,LHC,,,12.36,14.38
2648.78,2,LHC,,,12.67,13.38
2648.78,2,LHC,,,11.93,7.53
2648.88,2,LHC,,,12.74,13.04
2648.88,2,LHC,,,12.31,7.07
2648.98,2,HCAP,,,-0.08,25.71
2648.98,2,LHC,,,12.59,6.79
2648.98,2,HCAP,,,13.08,11.9
2648.98,2,HCAP,,,16.81,5.03
2648.98,2,HCAP,,,24.54,-1.1
2649.08,2,HCAP,,,0.51,24.71
2649.08,2,LHC,,,12.86,6.54
2649.08,2,HCAP,,,16.33,5.94
2649.08,2,HCAP,,,13.1,11.43
2649.08,2,HCAP,,,24.54,-1.08
2649.18,2,HCAP,,,1.95,22.54
2649.18,2,LHC,,,13.37,5.96
2649.18,2,HCAP,,,16.27,6.01
2649.18,2,HCAP,,,-1.04,25.72
2649.18,2,HCAP,,,13.27,10.78
2649.18,2,HCAP,,,12.13,6.98
2649.28,2,HCAP,,,16.53,5.54
2649.28,2,LHC,,,13.71,5.59
2649.28,2,HCAP,,,4.06,19.43
2649.28,2,HCAP,,,0.92,23.11
2649.28,2,HCAP,,,13.26,10.4
2649.28,2,HCAP,,,-1.42,19.32
2649.28,2,HCAP,,,12.07,7.1
2649.38,2,HCAP,,,16.68,5.4
2649.38,2,LHC,,,13.97,5.35
2649.38,2,HCAP,,,1.97,22.0
2649.38,2,HCAP,,,13.42,9.79
2649.38,2,HCAP,,,-0.23,18.06
2649.48,2,LHC,,,14.29,5.02
2649.48,2,HCAP,,,16.86,5.23
2649.48,2,HCAP,,,0.51,17.44
2649.48,2,HCAP,,,13.59,9.28
2649.48,2,HCAP,,,3.51,19.68
2649.48,2,HCAP,,,4.82,18.0
2649.48,2,HCAP,,,24.52,-1.14
2649.58,2,LHC,,,14.65,4.66
2649.58,2,HCAP,,,13.74,8.75
2649.58,2,HCAP,,,4.88,18.31
2649.58,2,HCAP,,,1.98,16.01
2649.58,2,HCAP,,,17.3,4.61
2649.58,2,HCAP,,,24.54,-1.21
2649.68,2,LHC,,,6.34,14.82
2649.68,2,LHC,,,22.25,6.45
2649.68,2,HCAP,,,13.71,8.49
2649.68,2,HCAP,,,5.91,17.03
2649.68,2,LHC,,,14.91,4.46
2649.68,2,HCAP,,,3.77,14.07
2649.68,2,HCAP,,,17.48,4.53
2649.68,2,HCAP,,,24.53,-1.2
2649.78,2,HCAP,,,6.88,15.77
2649.78,2,HCAP,,,13.71,8.19
2649.78,2,LHC,,,22.09,6.05
2649.78,2,HCAP,,,17.75,4.3
2649.78,2,LHC,,,15.23,4.21
2649.88,2,LHC,,,6.98,13.33
2649.88,2,LHC,,,22.03,5.53
2649.88,2,HCAP,,,18.09,4.0
2649.88,2,HCAP,,,8.59,13.39
2649.88,2,HCAP,,,13.75,7.8
2649.88,2,HCAP,,,23.68,1.55
2649.88,2,LHC,,,15.65,3.85
2649.98,2,HCAP,,,7.58,15.12
2649.98,2,LHC,,,7.24,12.64
2649.98,2,LHC,,,21.95,5.23
2649.98,2,HCAP,,,18.43,3.76
2649.98,2,HCAP,,,13.68,7.6
2649.98,2,HCAP,,,23.67,1.58
2650.08,2,LHC,,,7.78,11.72
2650.08,2,HCAP,,,8.27,14.21
2650.08,2,LHC,,,22.0,4.91
2650.08,2,HCAP,,,13.63,7.39
2650.08,2,HCAP,,,18.8,3.55
2650.08,2,HCAP,,,23.69,1.56
2650.08,2,HCAP,,,12.12,6.94
2650.18,2,LHC,,,8.12,11.15
2650.18,2,HCAP,,,8.49,14.01
2650.18,2,LHC,,,21.95,4.82
2650.18,2,HCAP,,,13.53,7.29
2650.18,2,HCAP,,,23.68,1.63
2650.18,2,HCAP,,,19.03,3.5
2650.18,2,HCAP,,,12.05,6.99
2650.28,2,LHC,,,8.39,10.69
2650.28,2,HCAP,,,8.88,13.43
2650.28,2,LHC,,,22.09,4.17
2650.28,2,HCAP,,,13.38,7.29
2650.28,2,HCAP,,,23.68,1.63
2650.28,2,HCAP,,,19.26,3.49
2650.28,2,HCAP,,,12.03,6.96
2650.38,2,LHC,,,8.78,10.07
2650.38,2,HCAP,,,8.94,13.27
2650.38,2,LHC,,,22.05,4.2
2650.38,2,HCAP,,,19.54,3.37
2650.38,2,HCAP,,,23.68,1.64
2650.38,2,HCAP,,,13.21,7.28
2650.48,2,LHC,,,22.11,3.91
2650.48,2,HCAP,,,9.0,13.14
2650.48,2,LHC,,,9.21,9.41
2650.48,2,HCAP,,,19.69,3.65
2650.48,2,HCAP,,,13.28,6.98
2650.48,2,HCAP,,,23.68,1.66
2650.58,2,LHC,,,25.3,2.1
2650.58,2,HCAP,,,22.52,1.96
2650.58,2,HCAP,,,10.23,13.96
2650.58,2,LHC,,,10.45,9.41
2650.58,2,HCAP,,,14.56,6.44
2650.58,2,HCAP,,,27.74,-1.43
2650.68,2,LHC,,,25.06,1.92
2650.68,2,LHC,,,10.96,8.29
2650.68,2,HCAP,,,10.14,13.61
2650.68,2,HCAP,,,22.32,2.28
2650.78,2,LHC,,,19.72,1.04
2650.78,2,LHC,,,24.75,1.75
2650.78,2,LHC,,,10.78,8.22
2650.78,2,HCAP,,,18.06,0.74
2650.88,2,LHC,,,19.42,1.36
2650.88,2,LHC,,,24.41,1.45
2650.88,2,LHC,,,10.63,8.05
2650.98,2,LHC,,,19.18,1.63
2650.98,2,LHC,,,24.1,1.34
2650.98,2,HCAP,,,10.42,7.96
2651.08,2,LHC,,,8.64,29.94
2651.08,2,LHC,,,18.96,1.79
2651.08,2,HCAP,,,23.8,1.2
2651.08,2,LHC,,,25.14,-1.03
2651.18,2,LHC,,,9.04,27.18
2651.18,2,LHC,,,18.65,2.14
2651.18,2,LHC,,,24.8,-1.32
2651.28,2,LHC,,,9.17,25.08
2651.28,2,LHC,,,18.33,2.45
2651.38,2,LHC,,,8.91,24.0
2651.38,2,LHC,,,18.01,2.82
2651.48,2,LHC,,,8.56,23.13
2651.48,2,LHC,,,17.68,3.2
2651.48,2,HCAP,,,17.85,5.82
2651.58,2,LHC,,,10.83,23.28
2651.58,2,HCAP,,,19.67,5.96
2651.58,2,LHC,,,19.61,3.44
2651.68,2,HCAP,,,19.29,6.6
2651.68,2,LHC,,,10.51,23.2
2651.68,2,HCAP,,,8.41,14.42
2651.68,2,LHC,,,24.41,1.68
2651.68,2,LHC,,,19.64,3.67
2651.78,2,LHC,,,9.27,24.73
2651.78,2,LHC,,,19.64,3.77
2651.78,2,HCAP,,,7.66,15.47
2651.78,2,LHC,,,24.54,1.84
2651.88,2,LHC,,,18.18,7.61
2651.88,2,LHC,,,8.73,25.23
2651.88,2,HCAP,,,7.5,15.54
2651.88,2,LHC,,,24.59,1.88
2651.98,2,LHC,,,7.28,27.49
2651.98,2,HCAP,,,7.13,15.95
2651.98,2,LHC,,,24.56,2.2
2651.98,2,LHC,,,17.89,7.94
2652.08,2,LHC,,,6.75,27.91
2652.08,2,LHC,,,24.56,2.36
2652.08,2,HCAP,,,6.66,16.56
2652.08,2,LHC,,,18.91,5.53
2652.18,2,LHC,,,6.38,28.42
2652.18,2,LHC,,,24.5,2.67
2652.18,2,LHC,,,19.01,5.39
2652.18,2,HCAP,,,6.14,17.18
2652.18,2,HCAP,,,22.03,2.06
2652.28,2,LHC,,,5.68,29.5
2652.28,2,LHC,,,24.53,2.67
2652.28,2,LHC,,,18.87,5.76
2652.28,2,HCAP,,,5.67,17.78
2652.28,2,HCAP,,,21.98,2.38
2652.38,2,LHC,,,4.26,31.92
2652.38,2,LHC,,,24.42,3.0
2652.38,2,LHC,,,18.71,6.1
2652.38,2,HCAP,,,21.9,2.61
2652.38,2,HCAP,,,5.1,18.57
2652.48,2,LHC,,,24.33,3.25
2652.48,2,LHC,,,18.55,6.45
2652.48,2,HCAP,,,21.7,3.12
2652.48,2,HCAP,,,4.05,20.05
2652.58,2,LHC,,,22.21,4.38
2652.58,2,HCAP,,,20.01,3.81
2652.58,2,HCAP,,,13.92,9.66
2652.58,2,HCAP,,,18.15,2.26
2652.58,2,LHC,,,16.84,7.37
2652.58,2,LHC,,,3.74,13.68
2652.58,2,HCAP,,,8.99,9.14
2652.58,2,HCAP,,,4.34,16.88
2652.68,2,LHC,,,16.94,7.81
2652.68,2,HCAP,,,13.48,10.56
2652.68,2,LHC,,,22.57,4.48
2652.68,2,HCAP,,,9.15,9.31
2652.68,2,HCAP,,,1.74,20.96
2652.68,2,LHC,,,3.37,14.4
2652.68,2,HCAP,,,20.3,3.74
2652.78,2,HCAP,,,13.31,10.92
2652.78,2,LHC,,,22.78,4.6
2652.78,2,LHC,,,2.98,15.12
2652.78,2,HCAP,,,9.31,9.45
2652.78,2,HCAP,,,20.32,4.32
2652.78,2,LHC,,,11.59,7.68
2652.78,2,HCAP,,,0.72,22.79
2652.88,2,HCAP,,,12.77,11.97
2652.88,2,LHC,,,22.93,4.96
2652.88,2,LHC,,,2.83,15.46
2652.88,2,HCAP,,,20.43,4.75
2652.88,2,HCAP,,,9.58,9.43
2652.88,2,HCAP,,,1.37,21.87
2652.98,2,HCAP,,,12.29,12.92
2652.98,2,HCAP,,,20.52,5.25
2652.98,2,LHC,,,2.23,16.33
2652.98,2,HCAP,,,11.54,6.93
2652.98,2,LHC,,,23.69,1.73
2652.98,2,HCAP,,,0.69,22.94
2653.08,2,HCAP,,,11.71,14.05
2653.08,2,LHC,,,1.85,17.05
2653.08,2,HCAP,,,9.58,10.27
2653.08,2,HCAP,,,20.77,5.79
2653.08,2,HCAP,,,-0.45,24.52
2653.18,2,HCAP,,,11.18,15.13
2653.18,2,LHC,,,1.37,17.9
2653.18,2,HCAP,,,9.62,10.6
2653.18,2,HCAP,,,21.14,6.05
2653.28,2,HCAP,,,21.6,6.64
2653.28,2,HCAP,,,10.5,16.75
2653.28,2,HCAP,,,9.69,10.94
2653.28,2,LHC,,,1.3,18.15
2653.38,2,LHC,,,22.34,6.47
2653.38,2,HCAP,,,25.32,1.17
2653.38,2,HCAP,,,9.57,11.04
2653.38,2,HCAP,,,9.53,18.41
2653.48,2,LHC,,,22.96,6.61
2653.48,2,HCAP,,,9.17,19.01
2653.48,2,HCAP,,,10.01,10.58
2653.48,2,HCAP,,,25.96,0.42
2653.58,2,HCAP,,,10.15,10.53
2653.58,2,HCAP,,,8.32,20.54
2653.68,2,LHC,21.0,Bottoli Saul,16.55,15.29
2653.68,2,HCAP,,,24.01,7.66
2653.68,2,HCAP,,,9.88,11.15
2653.68,2,HCAP,,,5.17,26.01
2653.68,2,HCAP,,,19.89,1.61
2653.78,2,LHC,21.0,Bottoli Saul,15.8,17.04
2653.78,2,HCAP,,,24.42,7.83
2653.78,2,HCAP,,,10.0,11.25
2653.78,2,HCAP,,,2.49,30.49
2653.78,2,HCAP,,,19.56,2.12
2653.78,2,HCAP,,,14.11,5.74
2653.88,2,LHC,21.0,Bottoli Saul,15.15,18.62
2653.88,2,HCAP,,,24.3,9.63
2653.88,2,HCAP,,,9.64,12.23
2653.88,2,HCAP,,,19.43,2.25
2653.88,2,HCAP,,,14.63,4.9
2653.98,2,LHC,21.0,Bottoli Saul,14.02,21.51
2653.98,2,HCAP,,,19.39,2.24
2653.98,2,HCAP,,,9.95,12.16
2653.98,2,HCAP,,,15.07,4.17
2654.08,2,LHC,21.0,Bottoli Saul,12.64,24.79
2654.08,2,HCAP,,,9.7,13.07
2654.08,2,HCAP,,,19.19,2.55
2654.18,2,LHC,21.0,Bottoli Saul,10.66,28.77
2654.18,2,HCAP,,,19.03,2.85
2654.18,2,HCAP,,,9.76,13.46
2654.28,2,LHC,21.0,Bottoli Saul,8.99,31.9
2654.28,2,HCAP,,,18.82,3.24
2654.28,2,HCAP,,,9.93,13.9
2654.38,2,HCAP,,,10.35,13.85
2654.38,2,HCAP,,,18.7,3.49
2654.48,2,HCAP,,,18.55,3.83
2654.48,2,HCAP,,,13.13,9.65
2654.58,2,HCAP,,,10.96,15.63
2654.58,2,HCAP,,,18.29,5.57
2654.58,2,LHC,21.0,Bottoli Saul,7.02,31.93
2654.58,2,HCAP,,,13.97,7.12
2654.68,2,HCAP,,,11.46,15.45
2654.68,2,HCAP,,,18.27,5.67
2654.68,2,LHC,,,9.54,24.66
2654.68,2,HCAP,,,13.9,7.27
2654.78,2,HCAP,,,11.61,15.97
2654.78,2,HCAP,,,18.11,6.04
2654.88,2,HCAP,,,11.96,16.02
2654.88,2,HCAP,,,18.0,6.23
2654.98,2,HCAP,,,12.32,16.11
2654.98,2,HCAP,,,17.77,6.59
2655.08,2,HCAP,,,12.51,16.59
2655.08,2,HCAP,,,17.3,7.5
2655.18,2,HCAP,,,12.53,17.53
2655.18,2,HCAP,,,18.49,4.74
2655.28,2,HCAP,,,12.44,17.3
2655.38,2,LHC,,,11.16,19.91
2655.48,2,LHC,,,10.39,21.06
2655.48,2,HCAP,,,14.78,9.49
2655.58,2,LHC,,,8.99,22.81
2655.68,2,LHC,,,2.02,25.34
2655.68,2,LHC,,,8.05,23.54
2655.78,2,HCAP,,,27.48,4.19
2655.78,2,LHC,,,6.19,25.8
2655.88,2,HCAP,,,27.0,4.67
2655.88,2,HCAP,,,11.42,11.37
2655.88,2,LHC,,,4.97,26.6
2655.98,2,LHC,,,10.5,11.98
2655.98,2,HCAP,,,26.48,4.99
2656.08,2,HCAP,,,25.84,5.54
2656.18,2,HCAP,,,25.23,5.9
2656.28,2,HCAP,,,24.5,6.34
2656.28,2,LHC,,,2.01,20.55
2656.38,2,HCAP,,,24.02,6.97
2656.38,2,LHC,,,3.29,18.49
2656.38,2,HCAP,,,11.83,26.96
2656.48,2,LHC,,,3.9,17.5
2656.48,2,HCAP,,,23.71,7.37
2656.58,2,HCAP,,,24.78,6.42
2656.58,2,LHC,,,2.14,20.12
2656.68,2,LHC,,,3.17,18.49
2656.68,2,HCAP,,,24.45,6.56
2656.78,2,LHC,,,1.65,20.49
2656.78,2,HCAP,,,24.12,6.83
2656.88,2,HCAP,,,23.75,7.11
2656.88,2,LHC,,,5.09,15.36
2656.98,2,HCAP,,,23.52,7.03
2656.98,2,LHC,,,6.42,13.98
2657.08,2,LHC,,,15.99,15.75
2657.08,2,HCAP,,,-1.37,30.09
2657.08,2,HCAP,,,23.65,7.41
2657.08,2,LHC,,,5.95,14.16
2657.18,2,LHC,,,16.47,14.72
2657.18,2,HCAP,,,0.33,31.29
2657.18,2,HCAP,,,1.02,27.01
2657.18,2,HCAP,,,23.83,7.38
2657.18,2,LHC,,,6.57,13.62
2657.28,2,LHC,,,2.34,25.62
2657.28,2,LHC,,,16.96,13.79
2657.28,2,LHC,,,6.91,13.41
2657.28,2,HCAP,,,24.13,7.07
2657.28,2,HCAP,,,3.59,26.28
2657.38,2,LHC,,,17.49,12.76
2657.38,2,HCAP,,,24.37,6.92
2657.38,2,LHC,,,4.59,22.74
2657.38,2,HCAP,,,-0.88,26.56
2657.38,2,LHC,,,8.03,12.09
2657.38,2,HCAP,,,7.49,20.02
2657.48,2,LHC,,,18.09,11.63
2657.48,2,LHC,,,5.67,21.67
2657.48,2,HCAP,,,24.65,6.77
2657.48,2,HCAP,,,5.64,23.77
2657.48,2,LHC,,,8.65,11.51
2657.48,2,HCAP,,,1.3,24.05
2657.58,2,LHC,,,18.35,11.23
2657.58,2,LHC,,,6.9,20.35
2657.58,2,LHC,,,9.06,11.17
2657.58,2,HCAP,,,6.38,23.11
2657.58,2,HCAP,,,8.63,31.08
2657.58,2,HCAP,,,24.98,6.6
2657.58,2,HCAP,,,2.57,22.83
2657.68,2,LHC,,,18.69,10.5
2657.68,2,HCAP,,,25.28,6.0
2657.68,2,LHC,,,7.78,19.44
2657.68,2,HCAP,,,7.65,21.39
2657.68,2,HCAP,,,9.4,29.31
2657.68,2,LHC,,,9.61,10.51
2657.68,2,HCAP,,,6.32,17.63
2657.78,2,LHC,,,18.71,9.7
2657.78,2,LHC,,,8.12,18.83
2657.78,2,HCAP,,,25.02,6.13
2657.78,2,HCAP,,,8.74,19.3
2657.78,2,HCAP,,,5.46,18.84
2657.78,2,LHC,,,9.74,10.23
2657.78,2,HCAP,,,9.95,27.14
2657.88,2,LHC,,,18.7,9.1
2657.88,2,HCAP,,,24.87,5.9
2657.88,2,LHC,,,8.75,17.7
2657.88,2,HCAP,,,11.46,15.18
2657.88,2,HCAP,,,11.1,15.07
2657.88,2,HCAP,,,6.53,17.12
2657.88,2,HCAP,,,9.58,26.78
2657.88,2,LHC,,,10.03,9.64
2657.98,2,LHC,,,18.72,8.48
2657.98,2,HCAP,,,24.84,5.24
2657.98,2,LHC,,,9.22,16.84
2657.98,2,HCAP,,,10.64,15.91
2657.98,2,HCAP,,,5.84,18.04
2657.98,2,HCAP,,,11.91,14.29
2657.98,2,HCAP,,,9.65,25.63
2658.08,2,HCAP,,,21.14,6.01
2658.08,2,LHC,,,7.87,13.86
2658.08,2,LHC,,,15.37,8.24
2658.08,2,HCAP,,,9.22,13.03
2658.08,2,HCAP,,,7.29,21.89
2658.08,2,HCAP,,,5.33,14.42
2658.18,2,LHC,,,15.49,7.62
2658.18,2,LHC,,,7.97,13.71
2658.18,2,HCAP,,,21.03,5.84
2658.18,2,HCAP,,,9.37,12.78
2658.18,2,HCAP,,,7.12,21.39
2658.18,2,HCAP,,,5.54,14.07
2658.28,2,HCAP,,,20.91,5.76
2658.28,2,LHC,,,15.42,7.39
2658.28,2,LHC,,,8.24,13.26
2658.28,2,HCAP,,,7.31,20.39
2658.28,2,HCAP,,,10.5,10.71
2658.28,2,HCAP,,,5.89,13.48
2658.38,2,LHC,,,15.44,6.99
2658.38,2,HCAP,,,20.86,5.47
2658.38,2,HCAP,,,10.31,10.87
2658.38,2,LHC,,,8.63,12.62
2658.38,2,HCAP,,,7.27,19.83
2658.38,2,HCAP,,,6.48,12.62
2658.38,2,HCAP,,,10.37,11.49
2658.38,2,HCAP,,,11.44,6.78
2658.48,2,LHC,,,15.66,6.29
2658.48,2,HCAP,,,10.71,10.08
2658.48,2,HCAP,,,20.84,5.16
2658.48,2,HCAP,,,10.7,11.07
2658.48,2,LHC,,,8.99,11.98
2658.48,2,HCAP,,,8.09,17.75
2658.48,2,HCAP,,,6.84,12.06
2658.48,2,HCAP,,,11.41,6.87
2658.58,2,HCAP,,,10.62,10.09
2658.58,2,LHC,,,15.72,5.93
2658.58,2,HCAP,,,20.84,4.77
2658.58,2,HCAP,,,10.92,10.9
2658.58,2,LHC,,,9.27,11.52
2658.58,2,HCAP,,,8.06,17.18
2658.58,2,HCAP,,,7.15,11.6
2658.58,2,HCAP,,,11.39,6.89
2658.68,2,HCAP,,,20.8,4.63
2658.68,2,HCAP,,,10.85,9.6
2658.68,2,LHC,,,15.79,5.6
2658.68,2,HCAP,,,8.0,16.91
2658.68,2,LHC,,,9.41,11.24
2658.68,2,HCAP,,,11.82,9.61
2658.68,2,HCAP,,,7.32,11.31
2658.68,2,HCAP,,,11.53,6.7
2658.78,2,LHC,,,15.96,5.11
2658.78,2,HCAP,,,20.71,4.6
2658.78,2,HCAP,,,10.95,9.37
2658.78,2,LHC,,,9.4,11.18
2658.78,2,HCAP,,,8.3,15.88
2658.78,2,HCAP,,,11.57,6.61
2658.78,2,HCAP,,,7.68,10.85
2658.88,2,LHC,,,15.96,4.97
2658.88,2,HCAP,,,11.25,8.82
2658.88,2,HCAP,,,20.65,4.47
2658.88,2,LHC,,,9.47,11.01
2658.88,2,HCAP,,,8.05,15.81
2658.88,2,HCAP,,,7.77,10.61
2658.88,2,HCAP,,,12.67,8.62
2658.98,2,LHC,,,16.16,4.48
2658.98,2,HCAP,,,11.54,8.26
2658.98,2,HCAP,,,12.86,8.5
2658.98,2,HCAP,,,8.32,14.92
2658.98,2,HCAP,,,20.66,4.19
2658.98,2,LHC,,,9.76,10.46
2658.98,2,HCAP,,,7.96,10.3
2659.08,2,LHC,,,16.19,4.37
2659.08,2,HCAP,,,11.88,7.69
2659.08,2,HCAP,,,8.55,14.12
2659.08,2,LHC,,,9.84,10.25
2659.08,2,HCAP,,,13.21,8.12
2659.08,2,HCAP,,,8.17,9.97
2659.08,2,HCAP,,,20.7,3.78
2659.08,2,HCAP,,,11.26,7.04
2659.18,2,LHC,,,16.35,4.03
2659.18,2,HCAP,,,12.08,7.37
2659.18,2,HCAP,,,13.55,7.8
2659.18,2,HCAP,,,20.62,3.87
2659.18,2,LHC,,,9.93,10.05
2659.18,2,HCAP,,,8.38,9.65
2659.18,2,HCAP,,,9.91,11.56
2659.28,2,LHC,,,16.52,3.68
2659.28,2,HCAP,,,12.16,7.23
2659.28,2,HCAP,,,8.54,9.39
2659.28,2,LHC,,,10.15,9.64
2659.28,2,HCAP,,,13.98,7.26
2659.28,2,HCAP,,,20.57,3.75
2659.28,2,HCAP,,,10.96,9.54
2659.28,2,HCAP,,,11.74,6.32
2659.38,2,LHC,,,16.57,3.6
2659.38,2,HCAP,,,8.73,9.13
2659.38,2,HCAP,,,14.3,6.95
2659.38,2,LHC,,,10.22,9.46
2659.38,2,HCAP,,,20.67,3.26
2659.38,2,HCAP,,,10.85,9.38
2659.38,2,HCAP,,,11.29,6.84
2659.38,2,HCAP,,,14.6,3.4
2659.48,2,HCAP,,,8.95,8.82
2659.48,2,HCAP,,,14.56,6.82
2659.48,2,LHC,,,16.84,3.2
2659.48,2,HCAP,,,20.61,3.23
2659.48,2,HCAP,,,10.04,10.34
2659.48,2,HCAP,,,13.71,4.72
2659.48,2,HCAP,,,11.25,6.96
2659.48,2,LHC,,,10.98,8.18
2659.58,2,HCAP,,,-0.04,27.39
2659.58,2,HCAP,,,12.67,6.5
2659.58,2,HCAP,,,20.61,3.07
2659.58,2,LHC,,,17.01,2.96
2659.58,2,HCAP,,,14.94,6.35
2659.58,2,HCAP,,,9.54,8.01
2659.58,2,HCAP,,,7.98,13.28
2659.68,2,HCAP,,,2.46,23.74
2659.68,2,HCAP,,,12.93,6.19
2659.68,2,HCAP,,,20.6,2.91
2659.68,2,LHC,,,17.19,2.81
2659.68,2,HCAP,,,15.22,6.08
2659.68,2,HCAP,,,9.85,7.58
2659.68,2,HCAP,,,7.74,13.3
2659.78,2,HCAP,,,4.08,21.33
2659.78,2,HCAP,,,13.12,5.82
2659.78,2,HCAP,,,20.57,2.88
2659.78,2,HCAP,,,9.96,7.48
