t_s,period,team,number,name,rx,ry
2694.28,2,LHC,,,39.92,3.66
2694.28,2,HCAP,97.0,Moyon Edouard,34.19,3.99
2694.28,2,HCAP,,,26.24,-0.22
2694.38,2,LHC,,,39.55,3.25
2694.38,2,HCAP,97.0,Moyon Edouard,34.42,3.87
2694.38,2,HCAP,,,26.21,-0.32
2694.48,2,LHC,,,35.9,6.41
2694.48,2,HCAP,97.0,Moyon Edouard,34.72,4.18
2694.48,2,LHC,,,38.98,2.64
2694.48,2,HCAP,,,25.64,1.07
2710.58,2,LHC,,,44.04,7.22
2710.58,2,HCAP,,,37.15,4.35
2710.58,2,HCAP,,,29.62,1.85
2710.58,2,LHC,,,49.2,15.79
2710.58,2,LHC,,,53.03,10.49
2710.58,2,HCAP,,,42.33,1.71
2710.58,2,HCAP,,,48.53,7.86
2710.58,2,LHC,,,52.21,11.37
2710.68,2,LHC,,,44.02,6.96
2710.68,2,LHC,,,48.45,14.89
2710.68,2,HCAP,,,29.56,1.93
2710.68,2,LHC,,,52.52,10.16
2710.68,2,HCAP,,,36.98,4.11
2710.68,2,HCAP,,,42.43,1.84
2710.68,2,HCAP,,,48.01,7.26
2710.68,2,LHC,,,52.39,11.82
2710.78,2,LHC,,,44.01,6.82
2710.78,2,LHC,,,61.54,18.06
2710.78,2,LHC,,,47.88,14.18
2710.78,2,HCAP,,,42.44,1.71
2710.78,2,LHC,,,51.95,9.75
2710.78,2,HCAP,,,36.93,3.98
2710.78,2,HCAP,,,47.53,7.19
2710.78,2,LHC,,,51.88,11.24
2710.78,2,HCAP,,,29.45,1.84
2710.88,2,LHC,,,60.44,17.02
2710.88,2,LHC,,,47.01,12.7
2710.88,2,HCAP,,,47.03,6.52
2710.88,2,LHC,,,43.73,6.11
2710.88,2,HCAP,,,42.41,1.68
2710.88,2,LHC,,,47.99,6.88
2710.88,2,HCAP,,,29.38,1.77
2710.88,2,LHC,,,51.35,9.27
2710.88,2,LHC,,,51.5,10.87
2710.88,2,HCAP,,,37.06,3.9
2710.98,2,LHC,,,59.79,16.49
2710.98,2,HCAP,,,46.96,6.55
2710.98,2,HCAP,,,42.47,1.66
2710.98,2,LHC,,,42.0,2.01
2710.98,2,LHC,,,46.46,11.95
2710.98,2,LHC,,,47.98,6.83
2710.98,2,HCAP,,,29.42,1.71
2710.98,2,HCAP,,,36.93,3.73
2710.98,2,LHC,,,51.01,9.07
2710.98,2,LHC,,,50.43,9.27
2711.08,2,LHC,,,59.26,15.68
2711.08,2,HCAP,,,47.19,6.37
2711.08,2,HCAP,,,37.17,3.48
2711.08,2,LHC,,,51.01,8.87
2711.08,2,LHC,,,48.48,6.98
2711.08,2,LHC,,,46.7,11.8
2711.18,2,HCAP,,,47.4,6.35
2711.18,2,LHC,,,59.18,15.5
2711.18,2,LHC,,,43.19,1.69
2711.18,2,HCAP,,,37.41,3.48
2711.18,2,LHC,,,51.13,8.66
2711.18,2,HCAP,,,43.38,3.37
2711.18,2,LHC,,,49.03,7.3
2711.28,2,HCAP,,,37.71,3.3
2711.28,2,LHC,,,59.31,15.51
2711.28,2,HCAP,,,47.67,6.4
2711.28,2,LHC,,,49.36,7.22
2711.28,2,LHC,,,52.39,11.26
2711.38,2,HCAP,,,47.77,6.26
2711.38,2,HCAP,,,38.1,3.39
2711.38,2,LHC,,,59.51,15.71
2711.38,2,HCAP,,,51.16,7.2
2711.48,2,LHC,,,59.2,15.44
2711.48,2,HCAP,,,38.43,3.37
2711.48,2,HCAP,,,47.67,5.98
2711.48,2,HCAP,,,51.79,7.42
2711.58,2,LHC,,,58.5,15.16
2711.58,2,HCAP,,,38.2,3.07
2711.58,2,LHC,,,52.62,10.64
2711.58,2,HCAP,,,47.28,5.76
2711.58,2,HCAP,,,51.66,7.36
2711.68,2,LHC,,,57.84,14.99
2711.68,2,LHC,,,52.31,10.59
2711.68,2,LHC,,,43.84,1.52
2711.68,2,LHC,,,51.05,9.75
2711.68,2,HCAP,,,52.69,9.18
2711.78,2,HCAP,,,57.09,14.77
2711.78,2,LHC,,,43.52,1.2
2711.78,2,LHC,,,52.04,10.73
2711.78,2,LHC,,,52.07,10.05
2711.78,2,LHC,,,49.4,7.64
2711.88,2,LHC,,,43.39,1.19
2711.88,2,HCAP,,,56.73,14.93
2711.88,2,LHC,,,51.16,9.98
2711.88,2,LHC,,,50.82,8.1
2711.88,2,HCAP,,,45.72,6.96
2711.88,2,LHC,,,50.54,9.99
2711.98,2,LHC,,,50.25,9.18
2711.98,2,LHC,,,43.22,1.06
2711.98,2,LHC,,,50.75,7.98
2711.98,2,HCAP,,,61.17,29.29
2712.08,2,LHC,,,49.7,8.81
2712.08,2,LHC,,,42.95,0.9
2712.08,2,HCAP,,,58.23,25.94
2712.18,2,LHC,,,49.44,8.84
2712.18,2,LHC,,,56.12,16.15
2712.18,2,HCAP,,,45.53,5.66
2712.18,2,LHC,,,42.83,0.96
2712.18,2,HCAP,,,56.72,24.49
2712.18,2,LHC,,,51.42,9.1
2712.28,2,LHC,,,56.88,17.22
2712.28,2,LHC,,,50.13,9.68
2712.28,2,HCAP,,,59.65,29.65
2712.28,2,HCAP,,,45.61,5.6
2712.38,2,LHC,,,56.72,16.74
2712.38,2,LHC,,,50.16,9.47
2712.38,2,HCAP,,,46.0,6.01
2712.38,2,LHC,,,43.91,3.89
2712.38,2,HCAP,,,57.54,26.08
2712.48,2,LHC,,,50.47,9.97
2712.48,2,HCAP,,,57.42,25.86
2712.48,2,HCAP,,,46.31,6.37
2712.48,2,LHC,,,56.83,17.25
2712.48,2,LHC,,,43.74,3.51
2712.58,2,LHC,,,57.11,17.63
2712.58,2,HCAP,,,57.91,26.81
2712.58,2,LHC,,,50.97,10.28
2712.58,2,HCAP,,,46.49,6.45
2712.58,2,HCAP,,,53.44,9.08
2712.58,2,LHC,,,44.26,4.49
2712.68,2,LHC,,,58.07,19.23
2712.68,2,LHC,,,54.15,9.34
2712.68,2,HCAP,,,46.89,6.95
2712.68,2,LHC,,,51.55,11.04
2712.68,2,LHC,,,50.27,10.87
2712.68,2,HCAP,,,57.92,26.94
2712.68,2,LHC,,,44.16,3.97
2712.78,2,LHC,,,58.38,19.99
2712.78,2,LHC,,,52.42,12.01
2712.78,2,LHC,,,55.09,9.88
2712.78,2,LHC,,,50.59,11.44
2712.78,2,HCAP,,,58.04,27.36
2712.78,2,HCAP,,,47.12,7.21
2712.88,2,LHC,,,59.27,21.69
2712.88,2,HCAP,,,47.12,7.36
2712.88,2,LHC,,,55.77,10.17
2712.88,2,LHC,,,52.82,12.57
2712.88,2,LHC,,,50.41,11.38
2712.88,2,HCAP,,,58.28,28.14
2712.88,2,LHC,,,43.86,3.69
2712.98,2,LHC,,,59.82,22.92
2712.98,2,LHC,,,56.57,10.58
2712.98,2,HCAP,,,59.19,29.95
2712.98,2,LHC,,,50.5,11.85
2712.98,2,LHC,,,43.95,3.65
2712.98,2,HCAP,,,46.78,7.08
2713.08,2,LHC,,,60.03,23.3
2713.08,2,LHC,,,50.38,11.73
2713.08,2,HCAP,,,45.67,2.53
2713.08,2,HCAP,,,59.08,29.75
2713.08,2,HCAP,,,46.61,6.85
2713.18,2,LHC,,,59.63,23.08
2713.18,2,LHC,,,50.59,12.09
2713.18,2,HCAP,,,46.37,3.2
2713.18,2,HCAP,,,46.89,7.02
2713.18,2,HCAP,,,59.18,29.96
2713.28,2,LHC,,,58.07,22.29
2713.28,2,HCAP,,,46.25,3.22
2713.28,2,LHC,,,49.73,11.54
2713.28,2,HCAP,,,57.7,29.13
2713.28,2,LHC,,,53.16,13.03
2713.38,2,LHC,,,52.7,12.98
2713.38,2,HCAP,,,58.86,11.72
2713.38,2,HCAP,,,46.25,3.47
2713.38,2,HCAP,,,57.24,29.98
2713.38,2,HCAP,,,49.16,11.35
2713.48,2,LHC,,,55.82,21.71
2713.48,2,LHC,,,51.95,12.39
2713.48,2,HCAP,,,56.14,29.51
2713.48,2,HCAP,,,46.05,3.39
2713.48,2,HCAP,,,58.8,11.59
2713.58,2,LHC,,,52.36,20.45
2713.58,2,LHC,,,49.19,10.92
2713.58,2,HCAP,,,51.71,26.31
2713.58,2,HCAP,,,44.46,3.03
2713.58,2,LHC,,,43.26,5.53
2713.58,2,HCAP,,,56.23,10.33
2713.68,2,LHC,,,51.98,21.35
2713.68,2,LHC,,,48.58,10.1
2713.68,2,LHC,,,47.72,5.5
2713.68,2,HCAP,,,50.29,24.7
2713.68,2,LHC,,,42.81,5.31
2713.68,2,HCAP,,,56.37,10.48
2713.68,2,HCAP,,,44.15,2.77
2713.78,2,LHC,,,52.01,23.04
2713.78,2,LHC,,,48.04,9.34
2713.78,2,LHC,,,42.35,5.05
2713.78,2,HCAP,,,50.07,25.97
2713.78,2,LHC,,,47.4,5.47
2713.78,2,HCAP,,,44.15,3.06
2713.78,2,HCAP,,,56.42,10.58
2713.88,2,LHC,,,52.02,24.58
2713.88,2,LHC,,,47.83,8.93
2713.88,2,HCAP,,,48.59,23.86
2713.88,2,LHC,,,46.97,5.22
2713.88,2,HCAP,,,43.91,2.9
2713.88,2,LHC,,,41.97,4.87
2713.88,2,HCAP,,,56.36,10.43
2713.98,2,LHC,,,52.25,26.64
2713.98,2,LHC,,,47.85,8.66
2713.98,2,LHC,,,46.49,4.89
2713.98,2,HCAP,,,47.65,23.18
2713.98,2,HCAP,,,56.18,10.18
2713.98,2,LHC,,,41.55,4.44
2713.98,2,HCAP,,,43.85,3.22
2714.08,2,LHC,,,53.23,28.64
2714.08,2,HCAP,,,47.53,22.57
2714.08,2,HCAP,,,44.2,3.26
2714.08,2,LHC,,,48.51,8.59
2714.08,2,LHC,,,41.76,4.45
2714.18,2,LHC,,,54.46,31.51
2714.18,2,HCAP,,,47.59,22.09
2714.18,2,LHC,,,49.25,9.01
2714.18,2,HCAP,,,44.64,3.88
2714.18,2,LHC,,,46.82,5.13
2714.28,2,LHC,,,50.36,10.08
2714.28,2,HCAP,,,45.32,4.95
2714.28,2,LHC,,,47.34,5.94
2714.38,2,LHC,,,51.26,10.82
2714.38,2,LHC,,,47.5,6.5
2714.38,2,HCAP,,,45.76,5.81
2714.48,2,LHC,,,47.99,7.07
2714.48,2,LHC,,,52.27,11.51
2714.48,2,LHC,,,46.27,6.54
2714.58,2,LHC,,,39.74,1.06
2714.58,2,LHC,,,41.31,1.09
2714.68,2,HCAP,,,39.43,17.84
2714.68,2,LHC,,,41.56,0.96
2714.68,2,LHC,,,39.96,1.11
2714.78,2,LHC,,,41.84,0.84
2714.78,2,HCAP,,,39.51,17.61
2714.78,2,HCAP,,,39.77,2.4
2714.78,2,LHC,,,34.96,0.7
2714.88,2,LHC,,,42.21,0.76
2714.88,2,LHC,,,40.44,2.45
2715.08,2,HCAP,,,40.58,19.23
2715.08,2,LHC,,,43.21,0.76
2715.08,2,LHC,,,41.92,2.57
2715.18,2,HCAP,,,40.08,19.74
2715.18,2,LHC,,,42.23,2.51
2715.18,2,LHC,,,43.23,0.54
2715.28,2,HCAP,,,40.2,21.72
2715.28,2,LHC,,,43.38,0.46
2715.28,2,LHC,,,41.17,0.71
2715.28,2,HCAP,,,47.97,1.2
2715.38,2,HCAP,,,48.62,1.54
2715.38,2,LHC,,,43.53,0.26
2715.38,2,HCAP,,,40.24,23.46
2715.38,2,LHC,,,41.5,0.78
2715.48,2,LHC,,,43.83,0.23
2715.48,2,HCAP,,,48.46,1.68
2715.48,2,HCAP,,,40.33,25.01
2715.58,2,LHC,,,44.09,0.59
2715.58,2,HCAP,,,40.19,27.49
2715.58,2,HCAP,,,48.65,2.2
2715.58,2,LHC,,,43.68,3.05
2715.68,2,LHC,,,44.17,0.35
2715.68,2,HCAP,,,49.33,2.64
2715.68,2,HCAP,,,40.29,28.67
2715.68,2,LHC,,,44.11,3.57
2715.78,2,LHC,,,50.55,3.1
2715.78,2,LHC,,,44.28,0.34
2715.78,2,HCAP,,,40.84,31.73
2715.78,2,LHC,,,44.06,3.26
2715.78,2,HCAP,,,49.81,2.99
2715.78,2,LHC,,,37.61,2.3
2715.88,2,LHC,,,44.23,0.24
2715.88,2,LHC,,,50.87,3.23
2715.88,2,LHC,,,37.67,2.47
2715.88,2,LHC,,,39.89,0.95
2715.88,2,HCAP,,,50.36,3.26
2715.88,2,LHC,,,44.78,3.81
2715.98,2,LHC,,,51.45,3.78
2715.98,2,LHC,,,44.16,0.17
2715.98,2,LHC,,,39.78,0.93
2715.98,2,LHC,,,37.71,2.58
2715.98,2,HCAP,,,34.89,0.82
2715.98,2,LHC,,,45.3,4.33
2715.98,2,HCAP,,,50.83,3.64
2716.08,2,LHC,,,28.77,29.86
2716.08,2,LHC,,,45.54,4.42
2716.08,2,LHC,,,51.86,4.12
2716.08,2,LHC,,,37.76,2.72
2716.08,2,LHC,,,44.07,0.14
2716.08,2,LHC,,,39.71,1.0
2716.08,2,HCAP,,,51.34,4.15
2716.08,2,HCAP,,,34.92,0.76
2716.18,2,LHC,,,28.04,27.1
2716.18,2,LHC,,,37.78,2.96
2716.18,2,LHC,,,52.39,4.56
2716.18,2,LHC,,,45.64,4.65
2716.18,2,LHC,,,39.51,0.79
2716.18,2,HCAP,,,34.94,0.67
2716.18,2,HCAP,,,51.84,4.61
2716.28,2,LHC,,,27.44,24.86
2716.28,2,LHC,,,45.67,4.91
2716.28,2,LHC,,,52.75,4.89
2716.28,2,HCAP,,,34.95,0.59
2716.28,2,HCAP,,,52.11,4.89
2716.28,2,LHC,,,37.65,3.08
2716.28,2,LHC,,,39.44,0.88
2716.38,2,LHC,,,26.88,22.99
2716.38,2,LHC,,,45.72,5.02
2716.38,2,LHC,,,61.23,11.08
2716.38,2,LHC,,,37.58,3.44
2716.38,2,LHC,,,53.27,5.46
2716.38,2,HCAP,,,35.0,0.66
2716.38,2,HCAP,,,52.38,5.34
2716.48,2,LHC,,,26.43,21.17
2716.48,2,LHC,,,53.66,5.96
2716.48,2,LHC,,,61.31,11.16
2716.48,2,LHC,,,45.59,5.07
2716.48,2,HCAP,,,52.6,5.8
2716.48,2,LHC,,,37.44,3.49
2716.48,2,HCAP,,,35.01,0.64
2716.48,2,LHC,,,45.52,3.04
2716.58,2,LHC,,,25.87,21.25
2716.58,2,LHC,,,61.37,10.61
2716.58,2,LHC,,,54.08,6.07
2716.58,2,LHC,,,45.48,4.85
2716.58,2,LHC,,,37.42,3.81
2716.58,2,LHC,,,46.11,3.11
2716.58,2,HCAP,,,52.7,5.7
2716.58,2,HCAP,,,35.12,0.73
2716.68,2,LHC,,,25.44,20.13
2716.68,2,LHC,,,53.74,6.02
2716.68,2,LHC,,,37.27,4.0
2716.68,2,HCAP,,,52.5,5.92
2716.68,2,LHC,,,61.35,10.6
2716.68,2,LHC,,,45.61,5.27
2716.68,2,HCAP,,,35.11,0.69
2716.68,2,LHC,,,46.46,3.62
2716.78,2,LHC,,,25.11,18.58
2716.78,2,LHC,,,53.95,6.46
2716.78,2,LHC,,,46.52,3.8
2716.78,2,LHC,,,61.21,10.49
2716.78,2,HCAP,,,52.33,6.14
2716.78,2,LHC,,,45.25,5.04
2716.78,2,HCAP,,,35.11,0.69
2716.78,2,LHC,,,36.98,3.83
2716.88,2,LHC,,,24.82,17.48
2716.88,2,LHC,,,53.79,6.65
2716.88,2,LHC,,,46.78,4.27
2716.88,2,LHC,,,45.2,5.58
2716.88,2,LHC,,,61.22,10.5
2716.88,2,HCAP,,,35.11,0.7
2716.98,2,LHC,,,24.63,16.22
2716.98,2,LHC,,,46.66,4.34
2716.98,2,LHC,,,61.32,10.65
2716.98,2,LHC,,,53.57,6.69
2716.98,2,LHC,,,44.87,5.45
2716.98,2,HCAP,,,35.1,0.69
2717.08,2,LHC,,,24.39,15.46
2717.08,2,LHC,,,46.75,5.02
2717.08,2,HCAP,,,53.32,6.89
2717.08,2,LHC,,,44.41,5.2
2717.08,2,LHC,,,61.19,10.51
2717.18,2,LHC,,,24.29,14.29
2717.18,2,HCAP,,,52.57,6.67
2717.18,2,LHC,,,44.1,5.31
2717.18,2,LHC,,,46.85,5.49
2717.18,2,HCAP,,,35.7,4.04
2717.18,2,LHC,,,61.28,10.63
2717.28,2,LHC,,,24.28,13.16
2717.28,2,LHC,,,47.16,5.94
2717.28,2,HCAP,,,52.57,7.01
2717.28,2,LHC,,,61.16,10.43
2717.28,2,LHC,,,43.57,5.01
2717.28,2,HCAP,,,35.17,0.84
2717.38,2,HCAP,,,25.02,11.86
2717.38,2,LHC,,,47.57,6.18
2717.38,2,HCAP,,,54.25,8.6
2717.38,2,LHC,,,43.69,4.89
2717.48,2,LHC,,,48.45,6.8
2717.48,2,LHC,,,55.97,9.91
2717.48,2,HCAP,,,35.65,4.01
2717.58,2,LHC,,,51.22,9.1
2717.58,2,LHC,,,39.82,3.92
2717.58,2,LHC,,,43.5,5.51
2717.68,2,LHC,,,53.11,10.8
2717.68,2,LHC,,,44.39,6.45
2717.68,2,LHC,,,31.78,3.42
2717.68,2,LHC,,,40.11,3.95
2717.78,2,LHC,,,54.6,12.33
2717.78,2,LHC,,,44.97,6.68
2717.78,2,HCAP,,,23.86,24.98
2717.78,2,LHC,,,31.95,3.45
2717.78,2,HCAP,,,46.63,4.87
2717.78,2,LHC,,,40.52,4.09
2717.88,2,HCAP,,,24.73,23.1
2717.88,2,LHC,,,55.49,13.05
2717.88,2,LHC,,,32.16,3.47
2717.88,2,LHC,,,40.8,3.91
2717.88,2,LHC,,,45.14,6.6
2717.88,2,HCAP,,,47.31,5.15
2717.98,2,HCAP,,,25.22,21.46
2717.98,2,LHC,,,32.28,3.42
2717.98,2,LHC,,,45.23,6.81
2717.98,2,LHC,,,56.84,14.31
2717.98,2,LHC,,,41.05,3.9
2717.98,2,HCAP,,,47.52,5.04
2718.08,2,LHC,,,57.57,15.11
2718.08,2,HCAP,,,25.8,19.98
2718.08,2,LHC,,,46.08,7.64
2718.08,2,LHC,,,41.78,4.01
2718.08,2,HCAP,,,48.0,5.04
2718.18,2,LHC,,,58.34,16.36
2718.18,2,HCAP,,,25.93,18.88
2718.18,2,LHC,,,41.84,3.57
2718.18,2,HCAP,,,47.96,4.8
2718.18,2,LHC,,,46.34,8.11
2718.28,2,LHC,,,57.98,15.63
2718.28,2,LHC,,,46.89,8.79
2718.28,2,HCAP,,,26.36,18.31
2718.28,2,LHC,,,42.52,3.72
2718.28,2,HCAP,,,48.89,5.69
2718.38,2,LHC,,,46.84,9.35
2718.38,2,LHC,,,57.12,15.52
2718.38,2,HCAP,,,26.63,16.64
2718.38,2,LHC,,,42.63,3.56
2718.48,2,LHC,,,47.13,9.94
2718.48,2,LHC,,,56.07,15.18
2718.48,2,HCAP,,,26.87,15.32
2718.48,2,LHC,,,43.31,0.97
2718.48,2,LHC,,,42.59,3.03
2718.48,2,HCAP,,,32.93,3.21
2718.58,2,LHC,,,42.48,8.44
2718.58,2,LHC,,,40.38,0.2
2718.58,2,HCAP,,,23.62,13.65
2718.58,2,HCAP,,,30.45,2.58
2718.68,2,HCAP,,,23.58,12.81
2718.68,2,LHC,,,40.32,0.44
2718.68,2,HCAP,,,30.28,2.29
2718.78,2,HCAP,,,23.58,12.14
2718.78,2,HCAP,,,30.06,2.47
2718.78,2,LHC,,,40.19,0.52
2718.88,2,LHC,,,45.69,12.05
2718.88,2,HCAP,,,23.43,12.01
2718.88,2,HCAP,,,29.85,2.47
2718.88,2,LHC,,,40.19,0.89
2718.98,2,LHC,,,44.73,12.24
2718.98,2,HCAP,,,23.22,12.13
2718.98,2,HCAP,,,29.62,2.06
2718.98,2,LHC,,,40.09,0.9
2719.08,2,HCAP,,,23.17,11.53
2719.08,2,HCAP,,,29.39,1.99
2719.08,2,LHC,,,40.02,1.01
2719.18,2,HCAP,,,23.11,11.17
2719.18,2,LHC,,,40.1,1.58
2719.18,2,HCAP,,,29.12,1.99
2719.28,2,HCAP,,,22.92,11.19
2719.28,2,HCAP,,,28.85,2.12
2719.28,2,LHC,,,40.01,1.92
2719.38,2,HCAP,,,22.77,10.76
2719.38,2,LHC,,,39.81,1.96
2719.38,2,HCAP,,,28.61,1.86
2719.38,2,HCAP,,,33.76,-0.2
2719.48,2,HCAP,,,22.58,10.54
2719.48,2,LHC,,,39.65,2.02
2719.48,2,HCAP,,,28.25,2.23
2719.58,2,LHC,,,34.35,6.44
2719.58,2,HCAP,,,21.99,11.56
2719.58,2,LHC,,,39.43,2.14
2719.58,2,HCAP,,,28.06,2.27
2719.68,2,LHC,,,33.74,6.55
2719.68,2,LHC,,,39.3,2.39
2719.68,2,LHC,,,54.85,17.15
2719.68,2,HCAP,,,21.64,11.69
2719.68,2,HCAP,,,27.74,2.54
2719.78,2,LHC,,,33.15,6.53
2719.78,2,LHC,,,39.24,2.88
2719.78,2,LHC,,,53.71,16.88
2719.78,2,HCAP,,,21.48,12.06
2719.78,2,HCAP,,,27.36,2.88
2719.78,2,HCAP,,,33.99,0.61
2719.88,2,LHC,,,39.05,3.11
2719.88,2,HCAP,,,20.93,13.05
2719.88,2,HCAP,,,27.11,2.74
2719.88,2,HCAP,,,33.9,0.86
2719.98,2,HCAP,,,26.83,2.84
2719.98,2,LHC,,,38.84,3.16
2719.98,2,HCAP,,,20.6,13.14
2719.98,2,HCAP,,,33.69,0.63
2720.08,2,LHC,,,60.0,23.75
2720.08,2,LHC,,,34.61,20.7
2720.08,2,LHC,,,50.64,16.78
2720.08,2,LHC,,,38.73,3.52
2720.08,2,HCAP,,,26.51,3.14
2720.08,2,HCAP,,,20.01,14.02
2720.08,2,HCAP,,,33.79,-0.03
2720.18,2,LHC,,,57.3,21.69
2720.18,2,LHC,,,33.39,21.89
2720.18,2,LHC,,,49.89,17.28
2720.18,2,LHC,,,38.51,3.67
2720.18,2,HCAP,,,19.56,14.63
2720.18,2,HCAP,,,26.19,3.42
2720.18,2,HCAP,,,33.79,-0.11
2720.28,2,LHC,,,55.38,20.54
2720.28,2,LHC,,,38.46,4.32
2720.28,2,HCAP,,,25.84,3.77
2720.28,2,HCAP,,,19.35,14.67
2720.38,2,LHC,,,53.65,19.86
2720.38,2,HCAP,,,25.51,3.94
2720.38,2,LHC,,,38.25,4.56
2720.38,2,HCAP,,,19.41,14.61
2720.38,2,HCAP,,,34.04,1.2
2720.48,2,LHC,,,54.25,20.31
2720.48,2,HCAP,,,28.86,9.53
2720.48,2,LHC,,,38.68,5.16
2720.48,2,HCAP,,,25.54,4.42
2720.48,2,HCAP,,,34.24,1.46
2720.58,2,LHC,,,47.94,19.62
2720.58,2,HCAP,,,24.78,10.46
2720.58,2,LHC,,,35.64,5.8
2720.58,2,HCAP,,,41.62,15.21
2720.58,2,HCAP,,,22.34,5.08
2720.58,2,HCAP,,,31.57,1.66
2720.68,2,LHC,,,48.25,20.38
2720.68,2,LHC,,,23.53,23.95
2720.68,2,HCAP,,,24.21,11.0
2720.68,2,LHC,,,35.85,6.05
2720.68,2,HCAP,,,41.45,14.88
2720.68,2,HCAP,,,22.37,5.21
2720.68,2,HCAP,,,31.75,2.12
2720.78,2,LHC,,,48.84,21.69
2720.78,2,LHC,,,22.66,25.11
2720.78,2,HCAP,,,41.3,14.11
2720.78,2,HCAP,,,23.79,11.56
2720.78,2,LHC,,,36.12,6.53
2720.78,2,HCAP,,,22.45,5.32
2720.78,2,HCAP,,,31.92,2.37
2720.88,2,LHC,,,50.2,24.35
2720.88,2,LHC,,,36.51,7.44
2720.88,2,HCAP,,,23.3,12.0
2720.88,2,HCAP,,,41.01,12.68
2720.88,2,LHC,,,21.95,25.24
2720.88,2,HCAP,,,22.5,5.4
2720.88,2,HCAP,,,32.09,2.55
2720.88,2,LHC,,,26.12,1.67
2720.98,2,LHC,,,51.56,26.84
2720.98,2,LHC,,,36.64,7.74
2720.98,2,LHC,,,21.12,24.06
2720.98,2,HCAP,,,22.54,5.41
2720.98,2,HCAP,,,41.01,12.04
2720.98,2,LHC,,,26.4,1.92
2720.98,2,HCAP,,,32.31,2.74
2720.98,2,HCAP,,,22.9,12.6
2721.08,2,LHC,,,52.87,28.57
2721.08,2,HCAP,,,32.62,3.58
2721.08,2,HCAP,,,22.66,5.54
2721.08,2,LHC,,,20.86,24.26
2721.08,2,HCAP,,,22.68,13.13
2721.08,2,HCAP,,,41.25,11.32
2721.08,2,LHC,,,36.99,8.2
2721.18,2,LHC,,,37.34,8.63
2721.18,2,HCAP,,,41.53,10.42
2721.18,2,HCAP,,,32.95,3.46
2721.18,2,LHC,,,20.39,24.54
2721.28,2,HCAP,,,42.07,10.35
2721.28,2,LHC,,,19.97,24.55
2721.28,2,HCAP,,,33.15,3.39
2721.28,2,LHC,,,37.7,9.25
2721.38,2,HCAP,,,42.47,9.62
2721.38,2,LHC,,,37.88,9.31
2721.38,2,HCAP,,,33.51,4.17
2721.38,2,LHC,,,19.43,25.47
2721.48,2,LHC,,,38.03,9.26
2721.48,2,HCAP,,,43.2,9.77
2721.48,2,HCAP,,,33.96,4.61
2721.48,2,LHC,,,18.71,28.39
2721.58,2,LHC,,,38.93,24.64
2721.58,2,HCAP,,,18.28,7.8
2721.58,2,LHC,,,30.89,7.42
2721.58,2,HCAP,,,28.86,3.88
2721.58,2,HCAP,,,34.79,5.64
2721.68,2,LHC,,,39.36,25.23
2721.68,2,LHC,,,31.16,7.21
2721.68,2,HCAP,,,29.19,4.42
2721.68,2,HCAP,,,35.26,5.24
2721.68,2,HCAP,,,18.24,8.82
2721.78,2,LHC,,,39.54,24.19
2721.78,2,LHC,,,31.34,7.02
2721.78,2,HCAP,,,35.71,4.84
2721.78,2,HCAP,,,29.44,5.9
2721.88,2,LHC,,,31.46,6.89
2721.88,2,LHC,,,39.55,22.57
2721.88,2,HCAP,,,29.78,6.23
2721.88,2,HCAP,,,36.04,4.67
2721.98,2,LHC,,,39.86,21.34
2721.98,2,LHC,,,31.6,7.52
2721.98,2,HCAP,,,30.2,6.04
2721.98,2,HCAP,,,36.32,4.41
2722.08,2,LHC,,,19.39,9.56
2722.08,2,LHC,,,31.86,8.01
2722.08,2,LHC,,,40.56,20.3
2722.08,2,HCAP,,,30.64,6.76
2722.18,2,LHC,,,41.43,20.04
2722.18,2,LHC,,,19.61,10.14
2722.18,2,LHC,,,32.06,8.53
2722.18,2,HCAP,,,31.14,7.4
2722.18,2,HCAP,,,37.07,4.38
2722.28,2,LHC,,,19.77,10.82
2722.28,2,LHC,,,42.41,19.75
2722.28,2,LHC,,,32.16,9.07
2722.28,2,HCAP,,,31.49,8.32
2722.38,2,LHC,,,20.01,11.64
2722.38,2,LHC,,,43.12,20.45
2722.38,2,LHC,,,32.03,10.17
2722.48,2,LHC,,,20.43,12.08
2722.48,2,LHC,,,32.1,10.89
2722.48,2,HCAP,,,36.44,1.14
2722.58,2,LHC,,,18.09,13.49
2722.58,2,LHC,,,28.59,9.91
2722.68,2,LHC,,,18.17,14.06
2722.68,2,LHC,,,28.56,9.51
2722.78,2,LHC,,,18.28,14.4
2722.78,2,LHC,,,28.44,9.81
2722.88,2,LHC,,,29.06,7.81
2722.88,2,HCAP,,,23.23,19.41
2722.88,2,LHC,,,18.52,14.63
2722.88,2,HCAP,,,33.65,1.96
2722.98,2,LHC,,,29.31,8.13
2722.98,2,HCAP,,,23.01,20.84
2722.98,2,LHC,,,18.79,14.7
2722.98,2,HCAP,,,33.47,1.62
2723.08,2,LHC,,,29.64,8.88
2723.08,2,HCAP,,,22.9,22.66
2723.08,2,LHC,,,19.07,14.94
2723.18,2,HCAP,,,22.85,23.88
2723.18,2,LHC,,,30.14,9.06
2723.18,2,LHC,,,19.44,14.91
2723.28,2,LHC,,,30.37,9.09
2723.28,2,LHC,,,19.26,15.59
2723.28,2,HCAP,,,24.16,15.38
2723.38,2,LHC,,,30.44,9.05
2723.38,2,LHC,,,19.1,15.85
