t_s,period,team,number,name,rx,ry
1887.08,2,HCAP,,,32.76,23.05
1887.18,2,HCAP,,,32.72,23.03
1887.28,2,HCAP,,,32.72,23.25
1887.38,2,HCAP,,,32.78,23.08
1887.48,2,HCAP,,,32.81,23.14
1887.58,2,HCAP,,,32.79,23.21
1887.68,2,HCAP,,,32.75,22.71
1887.78,2,HCAP,,,32.72,22.3
1887.88,2,HCAP,,,32.8,22.33
1887.98,2,HCAP,,,32.82,22.09
1888.08,2,HCAP,,,32.76,22.7
1888.18,2,HCAP,,,32.87,22.57
1888.28,2,HCAP,,,32.61,22.84
1888.38,2,HCAP,,,32.64,22.71
1888.48,2,HCAP,,,32.65,22.67
1888.58,2,HCAP,,,32.66,23.05
1888.68,2,HCAP,,,32.64,22.83
1888.78,2,HCAP,,,32.54,22.41
1888.88,2,HCAP,,,32.57,22.57
1888.98,2,HCAP,,,32.53,22.41
1889.08,2,HCAP,,,32.55,22.68
1889.18,2,HCAP,,,32.62,22.97
1889.28,2,HCAP,,,32.99,22.53
1889.38,2,HCAP,,,33.01,21.35
1889.48,2,HCAP,,,32.92,20.34
1889.58,2,HCAP,,,32.88,20.63
1889.68,2,HCAP,,,32.86,21.02
1889.78,2,HCAP,,,32.97,19.26
1889.88,2,HCAP,,,33.03,19.02
1889.98,2,HCAP,,,32.94,18.95
1890.08,2,HCAP,,,32.92,18.87
1890.18,2,HCAP,,,32.93,19.65
1890.28,2,HCAP,,,31.26,18.03
1890.38,2,HCAP,,,31.13,18.5
1890.48,2,HCAP,,,30.95,19.46
1890.58,2,HCAP,,,30.9,21.89
1890.68,2,HCAP,,,31.13,21.57
1890.88,2,HCAP,,,31.32,9.28
1890.98,2,HCAP,,,31.49,17.67
1891.08,2,HCAP,,,31.29,10.13
1891.18,2,HCAP,,,31.34,12.67
1891.28,2,HCAP,,,31.39,13.31
1891.38,2,HCAP,,,31.29,16.68
1891.58,2,HCAP,,,31.39,23.94
1891.68,2,HCAP,,,30.49,24.25
1891.78,2,HCAP,,,33.02,25.9
1891.88,2,HCAP,,,32.21,25.6
1891.98,2,HCAP,,,31.24,21.41
1892.08,2,HCAP,,,30.83,25.72
1892.18,2,HCAP,,,29.96,25.97
1892.28,2,HCAP,,,34.25,26.69
1892.38,2,HCAP,,,33.43,27.38
1892.48,2,HCAP,,,32.75,27.86
1892.58,2,HCAP,,,31.79,29.27
1892.68,2,HCAP,,,31.88,29.44
1882.18,2,LHC,,,34.47,19.7
1882.28,2,LHC,,,34.35,19.43
1882.38,2,LHC,,,34.33,19.4
1882.48,2,LHC,,,34.33,19.32
1882.58,2,LHC,,,34.35,19.17
1882.68,2,LHC,,,34.25,19.4
1882.78,2,LHC,,,34.21,19.05
1882.88,2,LHC,,,34.2,19.09
1882.98,2,LHC,,,34.2,19.05
1883.08,2,LHC,,,34.22,19.07
1883.18,2,LHC,,,34.19,19.09
1883.28,2,LHC,,,34.14,19.32
1883.38,2,LHC,,,34.12,19.01
1883.48,2,LHC,,,34.08,18.71
1883.58,2,LHC,,,34.07,18.6
1883.68,2,LHC,,,34.04,18.86
1883.78,2,LHC,,,34.02,19.29
1883.88,2,LHC,,,34.0,19.22
1883.98,2,LHC,,,34.0,19.11
1884.08,2,LHC,,,34.02,18.97
1884.18,2,LHC,,,34.05,19.22
1884.28,2,LHC,,,34.32,20.1
1884.38,2,LHC,,,34.29,20.0
1884.48,2,LHC,,,34.37,19.81
1884.58,2,LHC,,,34.38,20.16
1884.68,2,LHC,,,34.39,19.95
1884.78,2,LHC,,,34.42,20.19
1884.88,2,LHC,,,34.38,20.26
1884.98,2,LHC,,,34.36,20.28
1885.08,2,LHC,,,34.4,20.34
1885.18,2,LHC,,,34.38,20.34
1885.28,2,LHC,,,34.81,21.1
1885.38,2,LHC,,,34.83,21.22
1885.48,2,LHC,,,34.81,21.18
1885.58,2,LHC,,,34.81,21.22
1885.68,2,LHC,,,34.78,21.21
1885.78,2,LHC,,,34.59,20.59
1885.88,2,LHC,,,34.55,20.49
1885.98,2,LHC,,,34.59,20.56
1886.08,2,LHC,,,34.54,20.48
1886.28,2,LHC,,,34.3,19.71
1886.38,2,LHC,,,34.38,19.82
1886.48,2,LHC,,,34.26,19.74
1886.58,2,LHC,,,34.34,19.72
1886.68,2,LHC,,,34.29,19.67
1886.78,2,LHC,,,34.08,18.68
1886.88,2,LHC,,,34.07,18.72
1886.98,2,LHC,,,34.01,18.96
1887.08,2,LHC,,,34.05,18.98
1887.18,2,LHC,,,34.11,18.77
1887.28,2,LHC,,,34.01,18.94
1887.38,2,LHC,,,33.98,18.84
1887.48,2,LHC,,,34.02,19.02
1887.58,2,LHC,,,34.01,18.83
1887.68,2,LHC,,,34.0,18.87
1887.78,2,LHC,,,34.02,18.46
1887.88,2,LHC,,,34.03,18.46
1887.98,2,LHC,,,34.03,18.45
1888.08,2,LHC,,,34.03,18.61
1888.18,2,LHC,,,34.07,18.54
1888.28,2,LHC,,,33.99,18.69
1888.38,2,LHC,,,34.01,18.7
1888.48,2,LHC,,,34.01,18.71
1888.58,2,LHC,,,33.93,18.59
1888.68,2,LHC,,,33.98,18.45
1888.78,2,LHC,,,33.86,18.61
1888.88,2,LHC,,,33.89,18.57
1888.98,2,LHC,,,33.87,18.71
1889.08,2,LHC,,,33.86,18.63
1889.18,2,LHC,,,33.88,18.75
1889.28,2,LHC,,,34.09,18.39
1889.58,2,LHC,,,34.09,18.41
1889.68,2,LHC,,,34.04,18.02
1889.78,2,LHC,,,33.94,15.79
1889.88,2,LHC,,,33.88,15.22
1889.98,2,LHC,,,33.9,15.57
1890.08,2,LHC,,,33.89,14.68
1890.18,2,LHC,,,33.44,10.79
1890.98,2,LHC,,,32.24,9.35
1891.18,2,LHC,,,32.53,11.4
1891.28,2,LHC,,,32.93,12.13
1891.38,2,LHC,,,33.29,12.36
1891.48,2,LHC,,,33.66,12.38
1891.58,2,LHC,,,34.04,13.15
1891.78,2,LHC,,,35.65,10.32
1891.88,2,LHC,,,36.01,12.56
1891.98,2,LHC,,,36.81,18.15
1892.08,2,LHC,,,36.83,19.25
1892.18,2,LHC,,,36.76,19.74
1892.28,2,LHC,,,41.39,21.44
1892.38,2,LHC,,,41.65,23.27
1892.48,2,LHC,,,41.68,25.52
1892.58,2,LHC,,,41.71,28.72
1892.68,2,LHC,,,41.64,31.1
1886.18,2,LHC,,,40.47,7.6
1886.28,2,LHC,,,40.21,7.2
1886.38,2,LHC,,,40.22,7.27
1886.48,2,LHC,,,40.23,7.28
1886.58,2,LHC,,,40.19,7.17
1886.68,2,LHC,,,40.25,7.38
1886.78,2,LHC,,,39.79,6.49
1886.88,2,LHC,,,39.79,6.49
1886.98,2,LHC,,,39.81,6.6
1887.08,2,LHC,,,39.82,6.63
1887.18,2,LHC,,,39.79,6.58
1887.28,2,LHC,,,39.76,6.64
1887.38,2,LHC,,,39.82,6.86
1887.48,2,LHC,,,39.88,7.1
1887.58,2,LHC,,,40.08,7.74
1887.68,2,LHC,,,39.91,7.23
1887.78,2,LHC,,,40.0,7.09
1887.88,2,LHC,,,40.0,7.11
1887.98,2,LHC,,,40.03,7.22
1888.08,2,LHC,,,40.01,7.16
1888.18,2,LHC,,,40.01,7.15
1888.28,2,LHC,,,39.91,7.23
1888.38,2,LHC,,,39.94,7.29
1888.48,2,LHC,,,39.92,7.23
1888.58,2,LHC,,,39.98,7.44
1888.68,2,LHC,,,40.07,7.73
1888.78,2,LHC,,,39.86,7.42
1888.88,2,LHC,,,39.81,7.23
1888.98,2,LHC,,,39.8,7.21
1889.08,2,LHC,,,39.83,7.31
1889.18,2,LHC,,,39.82,7.27
1889.28,2,LHC,,,39.87,7.2
1889.38,2,LHC,,,39.84,7.13
1889.48,2,LHC,,,39.87,7.23
1889.58,2,LHC,,,39.82,7.08
1889.68,2,LHC,,,39.84,7.15
1889.78,2,LHC,,,39.97,6.32
1889.88,2,LHC,,,39.93,6.2
1889.98,2,LHC,,,40.14,6.84
1890.08,2,LHC,,,39.99,6.35
1890.18,2,LHC,,,40.19,6.89
1890.28,2,LHC,,,38.66,5.11
1890.38,2,LHC,,,38.77,5.89
1890.78,2,HCAP,,,23.97,11.05
1890.88,2,HCAP,,,23.8,11.14
1890.98,2,HCAP,,,23.66,11.33
1891.08,2,HCAP,,,23.75,11.57
1891.18,2,HCAP,,,23.73,11.46
1891.28,2,HCAP,,,24.03,10.81
1891.38,2,HCAP,,,24.14,10.9
1891.48,2,HCAP,,,24.22,10.8
1891.58,2,HCAP,,,24.23,10.89
1891.68,2,HCAP,,,23.49,11.32
1891.78,2,HCAP,,,25.91,10.3
1891.88,2,HCAP,,,25.53,10.55
1891.98,2,HCAP,,,25.24,10.49
1892.08,2,HCAP,,,24.79,10.72
1892.18,2,HCAP,,,24.24,11.08
1892.28,2,HCAP,,,27.09,11.64
1892.38,2,HCAP,,,26.44,11.78
1892.48,2,HCAP,,,25.67,11.99
1890.78,2,LHC,,,38.44,11.53
1890.88,2,LHC,,,38.63,11.52
1890.98,2,LHC,,,38.92,11.66
1891.08,2,LHC,,,39.16,11.48
1891.18,2,LHC,,,39.39,11.41
1891.28,2,LHC,,,39.53,11.12
1891.38,2,LHC,,,39.86,11.4
1891.48,2,LHC,,,40.14,11.46
1891.58,2,LHC,,,40.25,11.04
1891.68,2,LHC,,,39.71,10.44
1891.78,2,LHC,,,44.05,13.41
1891.88,2,LHC,,,43.76,13.6
1891.98,2,LHC,,,43.04,12.43
1892.08,2,LHC,,,42.4,11.79
1892.18,2,LHC,,,41.75,11.29
1892.28,2,LHC,,,44.79,11.21
1892.38,2,LHC,,,43.9,10.5
1892.48,2,LHC,,,42.75,9.46
1893.38,2,LHC,,,44.35,12.17
1893.48,2,LHC,,,44.82,13.25
1893.58,2,LHC,,,45.16,13.79
1893.68,2,LHC,,,45.19,14.1
1893.78,2,LHC,,,42.44,13.84
1893.88,2,LHC,,,43.81,14.82
1893.98,2,LHC,,,45.15,15.93
1894.08,2,LHC,,,47.0,17.65
1894.18,2,LHC,,,48.66,19.9
1894.28,2,LHC,,,40.17,15.25
1894.38,2,LHC,,,41.55,16.16
1894.48,2,LHC,,,43.61,17.73
1894.58,2,LHC,,,45.41,19.4
1894.68,2,LHC,,,47.79,21.3
1894.78,2,LHC,,,39.78,18.35
1894.88,2,LHC,,,40.55,19.73
1894.98,2,LHC,,,41.88,20.87
1895.08,2,LHC,,,42.79,21.37
1893.98,2,HCAP,,,30.05,6.56
1895.28,2,HCAP,,,12.2,10.72
1895.38,2,HCAP,,,13.49,9.97
1896.28,2,HCAP,,,12.01,9.45
1899.08,2,HCAP,,,11.34,8.83
1900.18,2,HCAP,,,12.95,12.4
1900.28,2,HCAP,,,15.61,9.45
1900.88,2,HCAP,,,11.17,11.99
1900.98,2,HCAP,,,12.09,11.17
1901.08,2,HCAP,,,13.21,10.11
1903.98,2,HCAP,,,30.0,1.66
1904.08,2,HCAP,,,30.43,1.56
1904.18,2,HCAP,,,30.81,1.7
1894.28,2,LHC,,,26.74,7.12
1894.38,2,LHC,,,27.16,7.04
1894.48,2,LHC,,,27.86,6.9
1894.58,2,LHC,,,28.45,6.93
1894.68,2,LHC,,,29.28,7.17
1894.78,2,LHC,,,24.3,7.52
1894.88,2,LHC,,,24.45,7.48
1894.98,2,LHC,,,24.88,7.57
1895.08,2,LHC,,,25.18,7.87
1895.18,2,LHC,,,25.24,8.09
1895.28,2,LHC,,,20.35,7.67
1895.38,2,LHC,,,20.92,7.86
1895.48,2,LHC,,,21.51,8.1
1895.58,2,LHC,,,21.89,8.34
1895.68,2,LHC,,,22.21,8.49
1895.78,2,LHC,,,17.08,9.89
1895.88,2,LHC,,,17.46,9.81
1895.98,2,LHC,,,18.01,9.89
1896.08,2,LHC,,,18.49,10.03
1896.18,2,LHC,,,18.49,10.1
1896.28,2,LHC,,,18.75,10.26
1896.38,2,LHC,,,19.09,10.51
1895.48,2,HCAP,,,9.81,30.71
1895.58,2,HCAP,,,11.37,29.1
1895.68,2,HCAP,,,12.77,27.42
1895.78,2,HCAP,,,4.63,29.41
1895.88,2,HCAP,,,5.7,28.33
1895.98,2,HCAP,,,5.94,29.4
1896.08,2,HCAP,,,7.11,28.62
1896.18,2,HCAP,,,7.62,27.83
1896.28,2,HCAP,,,7.85,28.45
1896.38,2,HCAP,,,9.71,25.81
1896.08,2,HCAP,,,17.33,29.75
1896.18,2,HCAP,,,19.06,28.52
1896.28,2,HCAP,,,21.57,26.67
1896.38,2,HCAP,,,24.44,23.73
1896.48,2,HCAP,,,25.42,22.32
1896.28,2,HCAP,,,0.34,31.91
1896.38,2,HCAP,,,2.05,29.99
1897.48,2,HCAP,,,30.85,1.68
1897.58,2,HCAP,,,31.35,1.65
1897.68,2,HCAP,,,31.81,1.57
1897.78,2,HCAP,,,31.81,1.54
1897.88,2,HCAP,,,31.83,1.58
1897.98,2,HCAP,,,31.83,1.25
1898.08,2,HCAP,,,31.89,1.75
1898.18,2,HCAP,,,31.89,1.82
1898.38,2,HCAP,,,34.99,12.63
1898.48,2,HCAP,,,34.88,12.94
1898.58,2,HCAP,,,34.69,13.36
1898.68,2,HCAP,,,34.5,13.78
1898.78,2,HCAP,,,34.13,14.66
1898.88,2,HCAP,,,33.66,15.51
1896.68,2,LHC,,,18.43,12.32
1896.78,2,LHC,,,18.31,13.34
1896.88,2,LHC,,,18.01,14.73
1896.98,2,LHC,,,37.83,12.87
1897.08,2,LHC,,,39.22,16.28
1897.18,2,LHC,,,40.97,19.84
1897.28,2,LHC,,,43.91,25.9
1896.68,2,LHC,,,3.16,27.82
1896.78,2,LHC,,,3.27,27.87
1900.38,2,LHC,,,23.32,7.75
1900.48,2,LHC,,,23.05,7.38
1900.58,2,LHC,,,22.65,6.78
1900.68,2,LHC,,,22.88,6.66
1900.78,2,LHC,,,18.94,8.88
1900.88,2,LHC,,,19.24,8.44
1900.98,2,LHC,,,19.56,8.22
1901.08,2,LHC,,,19.88,7.79
1901.18,2,LHC,,,19.74,7.84
1901.28,2,LHC,,,19.89,7.83
1901.38,2,LHC,,,20.01,8.14
1901.48,2,LHC,,,20.01,8.15
1901.58,2,LHC,,,19.86,8.26
1901.68,2,LHC,,,19.98,8.05
1901.78,2,LHC,,,20.28,7.68
1901.88,2,LHC,,,20.56,6.86
1901.98,2,HCAP,,,35.69,30.74
1902.08,2,HCAP,,,36.49,30.27
1902.18,2,HCAP,,,36.4,22.91
1902.28,2,HCAP,,,36.6,19.34
1902.38,2,HCAP,,,36.66,16.17
1902.48,2,HCAP,,,36.97,14.4
1902.58,2,HCAP,,,37.27,13.08
1902.68,2,HCAP,,,37.71,11.83
1902.78,2,HCAP,,,38.17,10.79
1902.88,2,HCAP,,,37.39,4.98
1902.98,2,HCAP,,,38.36,8.16
1903.08,2,HCAP,,,38.08,7.35
1903.18,2,HCAP,,,37.73,6.35
1903.28,2,HCAP,,,37.42,5.38
1903.38,2,HCAP,,,37.43,4.78
1903.48,2,HCAP,,,37.43,3.83
1903.58,2,HCAP,,,37.82,3.46
1903.68,2,HCAP,,,37.98,3.1
1903.78,2,HCAP,,,38.19,2.48
1903.88,2,HCAP,,,38.55,1.84
1903.98,2,HCAP,,,38.94,1.49
1904.08,2,HCAP,,,39.46,1.11
1904.18,2,HCAP,,,40.11,0.82
1904.28,2,HCAP,,,40.48,0.62
1904.38,2,HCAP,,,40.76,0.51
1900.68,2,HCAP,,,23.74,15.46
1900.78,2,HCAP,,,18.87,19.87
1900.88,2,HCAP,,,19.59,18.99
1900.98,2,HCAP,,,20.4,18.19
1901.08,2,HCAP,,,21.55,16.44
1901.18,2,HCAP,,,22.54,15.11
1901.28,2,HCAP,,,23.56,13.76
1901.38,2,HCAP,,,24.63,12.92
1901.48,2,HCAP,,,25.72,11.83
1901.58,2,HCAP,,,26.44,11.39
1901.68,2,HCAP,,,27.28,10.74
1901.78,2,HCAP,,,28.29,9.93
1902.08,2,LHC,,,21.81,29.69
1902.18,2,LHC,,,23.48,24.29
1902.28,2,LHC,,,24.66,22.32
1902.38,2,LHC,,,25.9,18.51
1902.48,2,LHC,,,26.85,16.28
1902.58,2,LHC,,,27.59,14.89
1902.68,2,LHC,,,28.62,12.31
1902.78,2,LHC,,,29.45,11.15
1902.88,2,LHC,,,30.56,9.78
1902.98,2,LHC,,,30.89,8.71
1903.08,2,LHC,,,31.18,7.22
1903.18,2,LHC,,,31.48,6.45
1903.28,2,LHC,,,31.63,5.34
1903.38,2,LHC,,,31.89,4.41
1903.48,2,LHC,,,32.2,3.72
1903.58,2,LHC,,,32.66,3.03
1903.68,2,LHC,,,33.21,2.5
1903.78,2,LHC,,,33.8,2.05
1903.88,2,LHC,,,34.37,1.89
1903.98,2,LHC,,,34.87,1.61
1904.08,2,LHC,,,35.63,1.37
1904.18,2,LHC,,,36.31,1.31
1904.28,2,LHC,,,36.92,1.17
1904.38,2,LHC,,,37.43,1.1
1903.28,2,LHC,,,46.93,29.95
1903.38,2,LHC,,,48.66,30.37
1903.48,2,LHC,,,47.24,23.65
1903.58,2,LHC,,,47.7,23.18
1903.68,2,LHC,,,47.96,20.39
1903.78,2,LHC,,,48.33,18.46
1903.88,2,LHC,,,48.58,16.49
1903.98,2,LHC,,,49.47,15.87
1904.08,2,LHC,,,50.86,15.46
1904.18,2,LHC,,,52.97,16.09
1904.28,2,HCAP,,,48.47,18.78
1904.38,2,HCAP,,,52.61,24.35
1903.78,2,HCAP,,,44.16,31.26
1903.88,2,HCAP,,,44.63,27.2
1904.08,2,HCAP,,,47.33,25.34
1904.18,2,HCAP,,,48.96,25.44
1904.48,2,HCAP,,,30.64,11.59
1904.58,2,HCAP,,,30.58,11.91
1904.68,2,HCAP,,,30.26,12.09
1904.78,2,HCAP,,,30.9,10.69
1904.88,2,HCAP,,,30.89,9.25
1904.98,2,HCAP,,,31.04,11.69
1905.08,2,HCAP,,,30.97,10.05
1905.18,2,HCAP,,,31.26,6.75
1905.28,2,HCAP,,,30.7,8.14
1905.38,2,HCAP,,,32.08,8.41
1906.68,2,LHC,,,26.98,6.51
1906.78,2,LHC,,,28.35,6.57
1906.88,2,LHC,,,27.89,6.88
1906.98,2,LHC,,,27.66,7.31
1907.08,2,LHC,,,27.71,7.49
1907.18,2,LHC,,,27.76,7.7
1907.28,2,LHC,,,27.93,7.58
1907.38,2,LHC,,,28.06,7.97
1907.48,2,LHC,,,28.3,7.85
1907.58,2,LHC,,,28.52,7.76
1907.68,2,LHC,,,28.84,7.78
1909.08,2,LHC,,,31.61,24.17
1909.18,2,LHC,,,30.78,20.4
1904.68,2,LHC,,,33.57,0.6
1904.78,2,LHC,,,33.68,0.31
1904.88,2,LHC,,,33.28,-0.64
1904.98,2,LHC,,,33.21,-1.33
1905.08,2,LHC,,,32.98,-1.44
1905.28,2,LHC,,,32.22,-1.45
1918.28,2,HCAP,,,5.52,26.21
1918.38,2,HCAP,,,4.66,27.6
1918.48,2,HCAP,,,4.02,28.69
1918.58,2,HCAP,,,3.33,30.05
1905.68,2,LHC,,,27.91,12.91
1905.78,2,LHC,,,27.64,13.13
1905.88,2,LHC,,,27.38,13.38
1905.98,2,LHC,,,27.15,13.72
1906.08,2,LHC,,,26.86,14.01
1906.18,2,LHC,,,26.23,14.92
1906.28,2,LHC,,,29.59,15.65
1906.38,2,LHC,,,29.25,16.56
1906.48,2,LHC,,,28.73,18.26
1906.58,2,LHC,,,28.35,19.06
1906.68,2,LHC,,,27.83,20.79
1906.78,2,LHC,,,30.26,24.13
1906.88,2,LHC,,,29.4,26.4
1906.98,2,LHC,,,28.69,27.77
1907.08,2,LHC,,,28.41,29.38
1908.98,2,LHC,,,32.61,28.29
1910.58,2,LHC,,,43.96,18.69
1910.68,2,LHC,,,42.96,16.76
1910.78,2,LHC,,,42.22,15.58
1910.88,2,LHC,,,41.37,14.32
1910.98,2,LHC,,,40.71,13.54
1911.08,2,LHC,,,40.04,12.67
1911.18,2,LHC,,,39.32,11.72
1911.28,2,LHC,,,38.68,10.84
1911.38,2,LHC,,,38.03,10.6
1911.48,2,LHC,,,37.49,9.76
1911.58,2,LHC,,,37.04,9.79
1911.68,2,LHC,,,36.55,9.53
1911.78,2,LHC,,,34.48,8.96
1911.88,2,LHC,,,34.38,8.89
1912.38,2,LHC,,,28.95,1.22
1912.78,2,LHC,,,26.05,0.39
1905.68,2,HCAP,,,24.05,13.82
1905.78,2,HCAP,,,24.12,13.79
1905.88,2,HCAP,,,24.15,13.99
1905.98,2,HCAP,,,24.02,14.66
1906.08,2,HCAP,,,23.87,15.11
1906.18,2,HCAP,,,23.18,17.21
1906.28,2,HCAP,,,26.78,17.54
1906.38,2,HCAP,,,26.16,19.9
1906.48,2,HCAP,,,25.6,22.29
1906.58,2,HCAP,,,24.85,24.56
1906.68,2,HCAP,,,23.72,28.19
1910.38,2,HCAP,,,34.6,28.25
1910.48,2,HCAP,,,34.1,25.34
1910.58,2,HCAP,,,33.67,22.14
1910.68,2,HCAP,,,33.23,19.67
1910.78,2,HCAP,,,32.92,17.62
1910.88,2,HCAP,,,32.71,17.33
1910.98,2,HCAP,,,32.23,14.38
1911.08,2,HCAP,,,31.91,13.15
1911.18,2,HCAP,,,31.56,12.21
1911.28,2,HCAP,,,31.11,11.01
1911.38,2,HCAP,,,30.63,10.53
1911.48,2,HCAP,,,30.15,9.77
1911.58,2,HCAP,,,29.7,9.26
1911.68,2,HCAP,,,29.19,9.03
1911.78,2,HCAP,,,27.29,8.5
1911.88,2,HCAP,,,27.45,8.23
1911.98,2,HCAP,,,27.48,8.16
